chroma_stft_mean,chroma_stft_var,melspectrogram_mean,melspectrogram_std,mfcc_mean,mfcc_std,mfcc_var,mfcc_delta_var,rmse_mean,cent_mean,cent_std,cent_var,spec_bw_mean,contrast_mean,rolloff_mean,poly_mean,poly_std,tonnetz_std,zcr_std,harm_std,perc_std,frame_mean
0.356596932,0.701377488,0.045458084,0.03326952,0.560838881,0.354236227,0.175518814,0.149702888,0.190958308,0.257352411,0.33481224,0.133729792,0.427883973,0.439273435,0.307526209,0.168790602,0.200796117,0.559497646,0.203362065,0.233984177,0.121031488,0.347148884
0.531925616,0.734451626,0.324704382,0.358400039,0.868182957,0.093571851,0.027307672,0.226213011,0.530334108,0.667811309,0.496922499,0.271211801,0.88932342,0.346875222,0.82551992,0.498379264,0.591385364,0.534459196,0.388052845,0.474171286,0.597208825,0.093374373
0.531835461,0.616649563,0.037842303,0.056718742,0.614280998,0.281936525,0.123770064,0.288968409,0.166000794,0.49405549,0.447173505,0.22397386,0.621563189,0.332939936,0.542040989,0.15713598,0.197260224,0.354157123,0.3127085,0.170312216,0.189810936,0.107702921
0.40048811,0.722165479,0.001292032,0.001416802,0.410048918,0.693666389,0.52765208,0.054668322,0.022469719,0.220794942,0.143937817,0.032685565,0.305752419,0.565318478,0.274563469,0.02297946,0.029712001,0.492615012,0.175017686,0.030072829,0.006072607,0.485100963
0.387400607,0.808901201,0.11536477,0.122600751,0.69024645,0.339953491,0.164648507,0.448398167,0.30457386,0.294650258,0.414460855,0.195347908,0.383339261,0.604394043,0.357390413,0.259173283,0.338001849,0.544883253,0.274174842,0.351692318,0.284048028,0.06845862
0.248969799,0.631538383,0.005936126,0.006145314,0.337833175,0.544418851,0.350643238,0.065570133,0.058385724,0.189860666,0.10194684,0.019285127,0.213761337,0.413088221,0.201929075,0.062459332,0.079021854,0.331629152,0.081511214,0.0691379,0.038133662,0.047921034
0.218424971,0.646143769,0.003556104,0.004153154,0.409387193,0.64445491,0.465440726,0.149192246,0.039467646,0.185011017,0.163072639,0.039848029,0.291742198,0.51948493,0.217876925,0.035184794,0.04847088,0.469162275,0.134831226,0.057941437,0.011652636,0.284660493
0.475652592,0.636279493,0.183104667,0.185672348,0.801409104,0.184945059,0.067176371,0.195807405,0.410959084,0.430908434,0.242009076,0.076384703,0.460160408,0.582666009,0.459138428,0.437252948,0.511281556,0.136864512,0.35780039,0.356572955,0.482664908,0.058906254
0.588896811,0.544529045,0.193036724,0.094908435,0.838729973,0.128349746,0.040944501,0.037644881,0.457889203,0.488838101,0.163653548,0.040075813,0.506714892,0.46454555,0.539207449,0.650685169,0.651999842,0.147907368,0.168407416,0.393317701,0.387642329,0.032159631
0.224412015,0.721561132,0.049557538,0.043675976,0.509730616,0.344952827,0.168417143,0.169207577,0.199032421,0.383706165,0.447220312,0.224016204,0.636042152,0.570341853,0.47372412,0.157278603,0.183536678,0.595504164,0.298724748,0.24600128,0.127350492,0.077851779
0.131696762,0.800147045,0.127868082,0.11102215,0.600220713,0.354913586,0.176042255,0.134333547,0.340192302,0.193214427,0.204238634,0.057498357,0.221028675,0.582335047,0.255944867,0.267937916,0.275933356,0.365683291,0.109901446,0.404648955,0.18806961,0.049035476
0.34686042,0.672107289,0.095907317,0.061291258,0.685679253,0.20497762,0.07766073,0.238273735,0.303384075,0.400208352,0.380190988,0.167431816,0.465644302,0.489535939,0.454056331,0.333505939,0.350643378,0.285388974,0.24819431,0.299802927,0.268696125,0.065115292
0.148483552,0.637262733,0.007114079,0.008359021,0.398348281,0.557609082,0.364884878,0.080123841,0.061605434,0.239917149,0.119104958,0.024376036,0.257536079,0.640884191,0.267317884,0.056480611,0.079251137,0.334943289,0.137953788,0.09131934,0.023585102,0.148618887
0.497669323,0.850749226,0.488735654,0.550383763,0.818006997,0.109711032,0.033401022,0.241900475,0.666645887,0.653096313,0.566863561,0.345180837,0.856927938,0.460707803,0.785227576,0.440435342,0.502325804,0.619388508,0.494682625,0.857038969,0.389442444,0.072279566
0.207505303,0.729414275,0.013276687,0.014892948,0.367466736,0.552754452,0.359611665,0.03212483,0.086097725,0.206832478,0.1982827,0.05475535,0.217415027,0.78051957,0.240387705,0.071448476,0.09982511,0.401353526,0.195242625,0.12910621,0.024951544,0.036697004
0.452600583,0.706374607,0.442486256,0.35350959,0.909257029,0.107939623,0.032712342,0.346987124,0.638038289,0.614255069,0.623667172,0.411756135,0.86703541,0.352379831,0.773005968,0.57048832,0.665676655,0.222521738,0.516659294,0.632505095,0.591639454,0.090110648
0.353697827,0.829342931,0.141782751,0.161941859,0.660485141,0.1891469,0.069323502,0.250937243,0.321259928,0.504291219,0.405836796,0.188123094,0.683956543,0.317401307,0.598918676,0.3064904,0.426506134,0.440751818,0.329058358,0.367829612,0.391106775,0.22185369
0.544018262,0.760886052,0.180163513,0.19973985,0.830657946,0.101808129,0.030366426,0.278108849,0.409846798,0.661537991,0.529720828,0.304799115,0.748780146,0.248516693,0.711333842,0.362770641,0.415040601,0.494122948,0.436586948,0.452705025,0.389268331,0.044498103
0.403995216,0.663999679,0.079441541,0.064663305,0.654446846,0.092514366,0.026922626,0.146720176,0.272264659,0.720073819,0.399589756,0.182973509,0.799819801,0.353624629,0.793757601,0.298482809,0.338008174,0.276511742,0.420339979,0.229335608,0.327800298,0.103961578
0.30333,0.924174526,0.077746525,0.086367622,0.665981774,0.494833708,0.299537478,0.298256795,0.242008459,0.123281885,0.272686348,0.093620105,0.223233374,0.599368434,0.136366978,0.178842363,0.246507305,0.333086358,0.255757896,0.294784462,0.212567704,0.095284846
0.276994164,0.707068135,0.037937602,0.027419408,0.57959124,0.422276144,0.231678701,0.323531748,0.184520868,0.270982507,0.188069999,0.050200976,0.256696996,0.56572377,0.296961874,0.185240665,0.236227144,0.268641896,0.243961318,0.202567225,0.170712088,0.087006129
0.340086425,0.662413177,0.395310081,0.225401376,0.798517292,0.145842882,0.048518149,0.133257417,0.625898915,0.406570482,0.161918081,0.039397117,0.486384017,0.626596537,0.489306487,0.710264868,0.757439419,0.277213246,0.115145067,0.617777212,0.550990353,0.067662589
0.183884888,0.858924917,0.138630781,0.137079575,0.420146572,0.373958643,0.19105312,0.196421339,0.330672163,0.250195752,0.299371836,0.109994886,0.482197248,0.927295997,0.359875274,0.206999713,0.246497655,0.564741668,0.120683796,0.429718188,0.188829405,0.10165309
0.092916471,0.639796868,0.002795931,0.003891543,0.097788874,0.789238275,0.659281148,0.047761118,0.034403232,0.056757902,0.054528442,0.007980536,0,0.468460013,0.051576091,0.021794012,0.029445442,0.358934434,0.076512555,0.047349377,0.012967813,0.061851567
0.326816987,0.563852585,0.078758774,0.042853765,0.644694016,0.169041291,0.059299394,0.10342369,0.28596509,0.513121897,0.144807021,0.032996587,0.529258085,0.597981051,0.554861232,0.342544936,0.357724422,0.15501591,0.15908296,0.283858626,0.242954659,0.065752116
0.466558775,0.682338845,0.08612708,0.081741716,0.689410527,0.170145189,0.059833379,0.165760236,0.265683066,0.692996521,0.446113259,0.223015768,0.921640741,0.272595715,0.841662063,0.235478581,0.282003029,0.305945108,0.235447295,0.23969428,0.304414689,0.125932019
0.248639734,0.597702824,0.114629859,0.074950212,0.683115835,0.20002319,0.075009387,0.056065067,0.333314812,0.44622367,0.32598603,0.127606675,0.501208133,0.61555781,0.51696868,0.370197014,0.412482156,0.462155025,0.258089009,0.381187211,0.219744506,0.280600738
0.244154919,0.664486822,0.079252095,0.053772898,0.509332994,0.224316658,0.088376989,0.120218868,0.283352914,0.466066019,0.240374829,0.075514212,0.502379461,0.678945546,0.536806607,0.284595692,0.301144261,0.322747058,0.266432616,0.299961098,0.227080572,0.039960729
0.496495547,0.67998323,0.128014256,0.095311566,0.746456173,0.096054151,0.028218379,0.195186501,0.349103186,0.631252132,0.34510437,0.141047538,0.719864355,0.369082902,0.67882176,0.386418527,0.445955618,0.334217352,0.320772291,0.350433701,0.339765224,0.112081089
0.303471559,0.68123631,0.027139351,0.025405636,0.48229856,0.62035407,0.436353739,0.228116293,0.127897754,0.074407001,0.26913362,0.09153707,0.130175407,0.634078434,0.087610774,0.099865403,0.146287361,0.729522411,0.110408683,0.166672968,0.103647383,0.184281052
0.627650118,0.531346935,0.310710164,0.191354802,0.905341809,0.119708668,0.037379781,0.145727505,0.57120877,0.505024995,0.240504875,0.075583304,0.527462858,0.413400185,0.547336284,0.785814252,0.83564494,0.231726165,0.241759522,0.484001525,0.572688372,0.075304482
0.560913954,0.641931844,0.089583697,0.112105465,0.73546867,0.213591179,0.082361548,0.177275612,0.265401619,0.465078019,0.28479409,0.10089031,0.53790685,0.498800283,0.538217076,0.269491165,0.300047247,0.390072944,0.324507879,0.285083911,0.269315484,0.022129647
0.21559707,0.616831371,0.01209903,0.008781486,0.521956687,0.420642645,0.23024567,0.068658413,0.098291162,0.238081872,0.065623461,0.010261732,0.268821734,0.651060646,0.256813413,0.098486248,0.101830068,0.408867313,0.08131743,0.117082729,0.039949793,0.032796455
0.409790331,0.751806452,0.220543421,0.154756031,0.748091526,0.058672071,0.015522887,0.147235327,0.467104084,0.663038274,0.425362206,0.204672705,0.8079044,0.409144091,0.771248921,0.458586,0.494765678,0.319278939,0.412007807,0.486648453,0.382534261,0.048717064
0.722344588,0.253887043,0.609792473,0.344584923,1,0.123182844,0.038798965,0.03964684,0.788141076,0.434817796,0.134251907,0.029312019,0.571274378,0.438684629,0.550291651,0.919213681,0.915735407,0.18903577,0.10392367,0.787248735,0.540898941,0.040995569
0.577080419,0.727360675,0.476704687,0.417699502,0.930268099,0.228410283,0.090720314,0.073027404,0.66728203,0.225936609,0.178926491,0.046283205,0.317114621,0.46987508,0.319919006,0.548947506,0.580070712,0.505407633,0.12182623,0.81460862,0.333729057,0.260699976
0.57104038,0.54881854,0.250277803,0.157239568,0.854174224,0.179223055,0.064296803,0.167124361,0.495468299,0.377888674,0.230378039,0.070294338,0.417110269,0.511176536,0.418015346,0.588747479,0.652844185,0.112808968,0.227974825,0.42711477,0.50822015,0.026348608
0.519276693,0.559606832,0.387115437,0.324228201,0.911286049,0.121749432,0.038211138,0.08061675,0.618909625,0.451434732,0.175610696,0.044899767,0.522191742,0.532214087,0.540744996,0.704829012,0.736373459,0.472908048,0.181501907,0.594769349,0.549392349,0
0.439903345,0.885780765,0.056593574,0.053707132,0.733232464,0.343155813,0.167058009,0.554649398,0.217508567,0.40740763,0.378623823,0.166205917,0.57656766,0.568545718,0.52955157,0.190893188,0.249178737,0.584063708,0.184098132,0.219153213,0.228685823,0.090588267
0.496438426,0.604052778,0.241472087,0.189011924,0.893117063,0.031483086,0.007660729,0.087523871,0.507442763,0.609606377,0.263964862,0.088547226,0.704068051,0.344712115,0.684614546,0.529631034,0.534571214,0.367610225,0.249119387,0.569943607,0.320337451,0.077135352
0.412111463,0.695929287,0.070028474,0.047628042,0.671099515,0.217155635,0.084340749,0.171405615,0.267472833,0.458129018,0.302592988,0.11205843,0.52020186,0.624957977,0.532736939,0.28843071,0.308634696,0.250812774,0.347640204,0.235532143,0.266643205,0.048000637
0.532985975,0.559503585,0.012574782,0.007808575,0.645195535,0.198896822,0.074411967,0.089475595,0.115345382,0.689972637,0.302247186,0.111836003,0.641252684,0.542218762,0.691028665,0.14980889,0.153196254,0.349312856,0.313910107,0.099468756,0.105412073,0.061612758
0.471333422,0.87086663,0.135988872,0.190101065,0.65698971,0.317895251,0.148486698,0.489911039,0.29818079,0.392291182,0.497089177,0.271377578,0.543811607,0.533039474,0.495590055,0.235050879,0.31655339,0.258194633,0.420578265,0.280920917,0.432048252,0.067264574
0.424413756,0.876235861,0.024240379,0.028191833,0.519830117,0.471231538,0.276561052,0.475243091,0.120922605,0.353669896,0.525707427,0.300584864,0.425164812,0.46959601,0.408273347,0.113815359,0.165338268,0.232013272,0.418130831,0.126095871,0.156282807,0.059941094
0.608361555,0.646602827,0.241079562,0.243271952,0.876042943,0.227042008,0.089934155,0.305729345,0.447513837,0.340628062,0.286191573,0.101746482,0.494824408,0.487213367,0.45573566,0.43464396,0.543464053,0.308251541,0.235027059,0.416251351,0.509202147,0.058667445
0.403207579,0.638587812,0.090507476,0.076448335,0.586244404,0.368172235,0.186432471,0.151839807,0.254034109,0.25053119,0.233267903,0.071784751,0.308325052,0.47771737,0.305866834,0.284242963,0.423590918,0.402765566,0.21033166,0.310100326,0.230967539,0.241674848
0.42467939,0.813400808,0.150094704,0.154943583,0.679323293,0.222595416,0.087399512,0.270305776,0.363180554,0.444563173,0.40265332,0.185490073,0.626337735,0.437759697,0.536812909,0.270549524,0.321361653,0.573183209,0.170169274,0.442924191,0.254018175,0.066707353
0.547088411,0.550494127,0.04491288,0.026565091,0.707553144,0.181119452,0.065245486,0.109620513,0.212564157,0.617029385,0.252841249,0.082276452,0.605083481,0.522858936,0.65321383,0.263608074,0.283488335,0.351374517,0.314594472,0.185059467,0.204601786,0.03789105
0.52522126,0.574811891,0.044295583,0.025324807,0.630472842,0.272551683,0.11765175,0.202235253,0.210792204,0.470923876,0.312347646,0.118421771,0.432547235,0.538541818,0.466751596,0.265150831,0.311452269,0.44016772,0.340989178,0.188483858,0.224377723,0.541061905
0.49684922,0.697596819,0.409812947,0.462977707,0.816189903,0.191121838,0.070342222,0.339341741,0.559351948,0.459284908,0.506231999,0.280547816,0.683138117,0.221094145,0.58600076,0.488151544,0.61966404,0.287934388,0.25947614,0.570569096,0.545729262,0.131106217
0.306532121,0.714845534,0.158828574,0.146554219,0.654422911,0.314148072,0.145816731,0.284836627,0.362114917,0.366888008,0.579991287,0.360049193,0.644182702,0.476897513,0.443696792,0.267963594,0.320299522,0.716074603,0.335992294,0.439994358,0.263786199,0.205057447
0.122496335,0.610190116,0.009863783,0.009283372,0.365026938,0.625779408,0.44282235,0.130876908,0.06734785,0.211611445,0.228272851,0.069218106,0.213692419,0.696326571,0.233238742,0.063694296,0.10677231,0.464916365,0.154153308,0.10457426,0.035781511,0.288959058
0.404233925,0.684650594,0.125074801,0.09335012,0.676180477,0.208751031,0.079705786,0.387266754,0.323326207,0.453280808,0.397825114,0.181531637,0.72970712,0.363580657,0.592924973,0.298635939,0.350816466,0.358524543,0.261684876,0.336285945,0.280670586,0.138907316
0.245855244,0.68339764,0.055720945,0.03942336,0.54919601,0.200479348,0.075251895,0.107061026,0.242229137,0.581129836,0.302784141,0.112181476,0.56437217,0.642592744,0.613541126,0.252357336,0.272028619,0.254724407,0.269574026,0.237054263,0.22847214,0.069095444
0.470041758,0.593415187,0.055757476,0.041365533,0.685053308,0.160948311,0.055442748,0.170540044,0.226807453,0.507178528,0.325069886,0.126979165,0.610041974,0.332248155,0.544980602,0.271844592,0.311918023,0.322386108,0.248624661,0.215160622,0.236132525,0.117494096
0.382520658,0.619887107,0.082354707,0.048551871,0.712295633,0.20312972,0.076667349,0.144408045,0.284537919,0.408353623,0.250745428,0.081119979,0.462976057,0.586999532,0.470468385,0.35431611,0.376263598,0.301383386,0.200381643,0.278251009,0.235110032,0.059543079
0.605325009,0.451747715,0.048303349,0.028889071,0.691681655,0.165088611,0.05740299,0.084066851,0.22960355,0.566577352,0.226014644,0.068072543,0.514803608,0.518432512,0.568871394,0.315669045,0.329531483,0.357415481,0.209782506,0.193412608,0.22441329,0.087404145
0.124981146,0.792796009,0.283874747,0.28608451,0.379704469,0.351853305,0.173683065,0.154298098,0.488805556,0.175233871,0.256804608,0.084485115,0.386748955,0.960828773,0.235989313,0.285395987,0.319317014,0.611021597,0.073878984,0.645532838,0.216426576,0.007880702
0.459563592,0.581637597,0.096150329,0.112672243,0.746869037,0.194601761,0.072152079,0.12005213,0.28222912,0.431684297,0.188878541,0.050554681,0.430864842,0.592798125,0.458492532,0.333467927,0.380211928,0.227357639,0.192207666,0.246688927,0.360083353,0.105474036
0.456378661,0.762072278,0.070115607,0.079722464,0.68972228,0.312131035,0.144388621,0.436033337,0.230831398,0.510341743,0.727277144,0.548195917,0.700067134,0.378213858,0.596420162,0.179002332,0.235286802,0.521375167,0.463171366,0.275894183,0.210497213,0.131583835
0.358190424,0.707213581,0.156735657,0.108642557,0.769305911,0.299185721,0.135374358,0.167522373,0.378864144,0.256372009,0.407405872,0.189427595,0.338720906,0.767862565,0.30597921,0.325931897,0.391138382,0.915201726,0.279486825,0.462110727,0.252484059,0.123384722
0.255185685,0.623634467,0.028543746,0.022596306,0.515512726,0.428527569,0.237201446,0.048182016,0.149552952,0.158877046,0.087020498,0.015288789,0.155706143,0.571546402,0.175329722,0.150445239,0.159078851,0.359500226,0.079717261,0.172893411,0.08255816,0.045532942
0.575105887,0.659350707,0.366032623,0.497007623,0.792642157,0.100595214,0.029909324,0.406302306,0.547816805,0.660537188,0.534708403,0.310076826,0.793458539,0.271394358,0.740006469,0.541212142,0.681034303,0.152053373,0.529562439,0.454867319,0.726546602,0.03422931
0.572824142,0.684101978,0.160944478,0.246079733,0.665977221,0.222965652,0.087609375,0.397325424,0.344202549,0.64698302,0.517975751,0.292548247,0.555833374,0.543338554,0.631300635,0.355583709,0.471680588,0.500755711,0.578421571,0.406814978,0.385960442,0.081513519
0.601933746,0.68719332,0.070132791,0.080238671,0.67673562,0.284397204,0.12539704,0.399363189,0.231765451,0.495869242,0.404087796,0.186674249,0.527454938,0.593899211,0.537072317,0.225212606,0.288331385,0.394184567,0.369074181,0.207803488,0.300354636,0.082548359
0.559866296,0.762633466,0.256588858,0.267393523,0.787600884,0.066153687,0.017888979,0.269561046,0.467630817,0.858640157,0.565979645,0.344190903,0.908607077,0.239570205,0.92139921,0.3980193,0.486644522,0.197684663,0.667904484,0.421863639,0.617500814,0.048319049
0.484192292,0.69681068,0.131989187,0.151418589,0.791653139,0.232589133,0.093139433,0.416781667,0.338317379,0.376761144,0.404825601,0.187284763,0.57437893,0.310747837,0.468384714,0.275367852,0.304443984,0.46289554,0.213565513,0.390272786,0.264852434,0.078488603
0.451805334,0.893819618,0.149104284,0.159521377,0.749296931,0.350495587,0.172641078,0.516862246,0.333515839,0.306295825,0.52417664,0.298985132,0.448079578,0.59422464,0.389876345,0.259892726,0.326975379,0.332594389,0.354929595,0.353004985,0.352273929,0.067344177
0.54684046,0.528125976,0.123127448,0.067183686,0.841273907,0.136534978,0.044428772,0.037349843,0.366641119,0.561647115,0.158383247,0.038031555,0.537546671,0.431716109,0.587689542,0.500633022,0.505588328,0.131013888,0.172943082,0.333940858,0.297863326,0.0313636
0.703295695,0.278836516,0.207923083,0.097759028,0.848973862,0.163038102,0.05642882,0.059613925,0.473894251,0.405639754,0.134399138,0.029362031,0.410664967,0.519160879,0.435335855,0.68604283,0.696790407,0.279525759,0.130378784,0.446883443,0.382592451,0.188738822
0.10093546,0.636353994,0.010524538,0.010188999,0.380174846,0.438226977,0.245891142,0.041044955,0.094497843,0.293780846,0.10405502,0.019881989,0.286415784,0.798474788,0.305957155,0.078693623,0.078655424,0.304154103,0.136689967,0.125452111,0.019902837,0.027144639
