chroma_stft_mean,chroma_stft_var,melspectrogram_mean,melspectrogram_std,mfcc_mean,mfcc_std,mfcc_var,mfcc_delta_var,rmse_mean,cent_mean,cent_std,cent_var,spec_bw_mean,contrast_mean,rolloff_mean,poly_mean,poly_std,tonnetz_std,zcr_std,harm_std,perc_std,frame_mean,Genre
0.254753414,0.084222827,0.362549628,2.82035953,-8.177910961,74.31498802,5522.717444,3.182174105,0.936651647,1516.831062,283.5609939,80406.83725,1629.756402,23.71978155,2974.121717,0.379953007,0.500587798,0.083881554,0.025571568,0.037660502,0.005959507,3.632761905,classical
0.384026671,0.081182352,13.41965992,76.28153391,6.639480832,20.86134199,435.1955897,3.651495341,6.870379448,2797.844812,595.5442933,354673.0052,2847.55189,19.81741856,6221.176656,2.88580924,3.019674232,0.119795967,0.041829115,0.221030772,0.069329865,2.470603175,country
0.355708987,0.089576069,7.951323881,49.60280741,1.632784981,43.13527848,1860.65225,9.079797074,4.811406136,1776.084318,787.0149376,619392.512,2452.269261,20.7610849,3874.078043,1.863628654,2.19098798,0.093198163,0.036511935,0.151463941,0.06231939,3.710548753,disco
0.298182953,0.083062829,5.116354483,28.3502133,4.124179352,35.09215155,1231.4591,6.616397637,3.931075573,2489.374917,742.3830423,551132.5815,2941.772831,19.08260753,5976.529702,1.591548898,1.783864928,0.089998262,0.040359231,0.118524335,0.055351362,2.067736961,pop
0.432717885,0.094299988,16.39598273,163.75728,0.534780154,26.87613345,722.3265492,13.95958765,6.390380383,3941.262718,1162.540847,1351501.221,3361.748584,17.45544519,8260.381528,2.310500859,3.362679143,0.069440298,0.13400676,0.167872503,0.176478222,1.740335601,pop
0.448445985,0.076511853,14.53704161,88.32671673,6.774982029,33.3745961,1113.863665,4.972063418,6.736766338,2068.355612,624.0713833,389465.0915,2199.32594,20.74491552,4439.170579,3.327597163,3.838593121,0.069367979,0.03932674,0.201142222,0.091321126,2.443900227,metal
0.345766003,0.09420101,6.387990424,87.59168822,-1.879814895,55.00434053,3025.477477,12.70395806,3.548971653,2457.19371,1448.843565,2099147.677,2790.148322,20.13241049,5319.679954,1.22332774,1.865474494,0.077462356,0.116446703,0.094616391,0.104345106,5.972172336,hiphop
0.583706456,0.071481591,3.329625887,32.82201735,1.647385193,46.90970019,2200.519972,6.191364094,2.874915838,2473.15738,714.6356085,510704.053,2499.721435,19.18006673,5509.635568,0.965211031,1.172637217,0.065457052,0.074580345,0.090606533,0.049731486,1.583600907,hiphop
0.366237624,0.091800037,9.028571616,72.95305785,4.086719385,32.30624544,1043.693494,5.549570843,5.176101685,2289.574685,610.8043975,373082.0121,2592.49513,19.46820021,5243.624608,1.842123937,2.084730308,0.103340665,0.044409516,0.1804474,0.047781929,2.931519274,jazz
0.318536292,0.084574087,4.28978144,21.96850817,1.059348797,51.09786893,2610.99221,6.165027128,3.609004259,1436.075044,547.1098968,299329.2392,1729.670847,23.6931875,2924.277264,1.572032257,1.872675598,0.116711853,0.028652533,0.110179968,0.053691432,2.965188209,country
0.371737052,0.094655539,2.103999751,14.91394191,-1.980782367,48.72920376,2374.535299,19.3623502,2.452144861,2630.978607,1149.758191,1321943.899,2827.508282,17.87681121,5697.755492,0.987144152,1.32258088,0.058162643,0.088514193,0.065006338,0.057086021,2.162938776,reggae
0.314324586,0.088912056,0.788482458,5.578453078,-1.854576776,57.43427807,3298.696298,3.49143108,1.511416197,1789.982734,296.4420697,87877.90069,2312.885939,21.00969921,4397.319891,0.596740499,0.667087532,0.056764683,0.017872001,0.044050723,0.021887943,1.368816327,jazz
0.408879248,0.086512481,4.946775273,29.28792849,2.002169908,44.08992509,1943.921494,9.898947648,3.899480581,1719.368978,404.0827013,163282.8295,2031.7404,22.38088605,3782.316288,1.712290896,1.990096551,0.067817855,0.027045919,0.112703517,0.058867492,1.727564626,blues
0.49840543,0.087011126,3.539402992,29.65439818,3.770419881,35.76182993,1278.90848,7.077553955,3.285824299,2669.979691,581.4789965,338117.8234,2396.672287,20.7739838,5526.4308,1.512558197,1.724647167,0.070987861,0.058763025,0.095046096,0.060809344,1.431510204,hiphop
0.469222275,0.089269877,1.328781255,17.57699607,-1.936493065,66.22187973,4385.337355,20.8773816,1.66717875,2003.672533,1231.297727,1516094.093,2296.34715,17.71391174,4157.357073,0.583446563,0.858661977,0.0515756,0.086567182,0.050231554,0.043965336,2.623854875,reggae
0.348164799,0.086595932,6.667053,34.0340835,2.941129757,41.57403121,1728.400071,8.373948484,4.499385834,1796.777123,517.4351322,267739.1161,2148.86602,23.11724425,4165.250915,2.037994443,2.342460394,0.081944927,0.032089556,0.131944329,0.069618054,2.85721542,country
0.449220347,0.093491315,12.62769673,136.1421032,2.222581982,47.94261343,2298.494183,36.81080657,5.366962433,2372.067972,1036.00269,1073301.575,2358.265807,21.31209411,5058.670674,1.860260211,2.598514091,0.060644926,0.078255794,0.17840676,0.109272979,2.426485261,hiphop
0.365293138,0.085894551,2.574153155,13.70526858,-0.802943099,46.96153166,2205.385456,10.23968753,2.899263382,2407.100594,1036.30327,1073924.467,2531.194288,20.0040608,5210.019282,1.123044488,1.294854847,0.100036165,0.073622158,0.093841188,0.037174039,2.49846712,country
0.314549687,0.085795553,2.98040559,14.34574956,-0.2203758,56.73307543,3218.641847,6.041702968,2.960795879,1397.82163,615.0370849,378270.6158,1896.363969,24.30920849,3100.931133,1.146710835,1.393505512,0.118323092,0.026545365,0.099018849,0.030033585,2.86185941,country
0.347294149,0.089132145,1.670139832,9.168831939,-4.175667303,56.09110395,3146.211943,6.402992934,2.203374863,1564.75993,642.6272434,412969.774,2015.519541,19.84609833,3187.372039,0.879388332,1.07989871,0.091407454,0.03975227,0.073868483,0.027163927,6.277514739,country
0.433511247,0.091234212,11.84646175,97.69572428,5.355452623,26.50728144,702.6359695,9.424443296,5.859693527,3151.26733,910.7104412,829393.5078,3220.605681,18.51386621,7294.30178,2.494345687,3.049629309,0.088734835,0.069824595,0.142475665,0.130451545,2.576253968,pop
0.433466914,0.083747159,1.392604754,15.55361174,-2.518361138,47.88552718,2293.023714,11.90270779,1.934491158,2479.665634,828.4400818,686312.9691,2521.328354,18.31294202,5046.729988,0.822281639,1.062067298,0.069489285,0.057556632,0.055681188,0.042082876,2.78523356,reggae
0.36887744,0.090453351,0.060636069,0.495939063,-8.851850537,94.61436443,8951.877957,2.649996433,0.388136506,1423.457853,326.9764886,106913.6241,1696.563189,21.66346307,2926.0259,0.164925719,0.217126316,0.084268362,0.035137089,0.01562313,0.002228198,8.28952381,classical
0.362441719,0.095965945,4.217686364,33.49203702,-0.16257853,54.47010021,2966.991817,18.19872562,3.427429914,1708.923721,774.3428764,599606.8902,1899.187451,22.22686923,3582.721981,1.32225604,1.771823361,0.089847505,0.051282379,0.107490703,0.062523842,2.212861678,reggae
0.294368987,0.084693436,0.229876632,1.783423556,-11.09135004,77.67567596,6033.510635,3.080518316,0.775083244,1303.890562,257.535631,66324.60123,1456.321095,19.46855008,2350.141783,0.358373844,0.46579452,0.067084636,0.019911873,0.026781699,0.009182561,1.913324263,classical
0.279348704,0.085621699,0.143143611,1.240995938,-8.872371467,89.02916063,7926.191442,6.382827254,0.571266353,1285.145681,358.6199156,128608.2439,1659.974371,21.00261777,2476.584818,0.224730851,0.311726818,0.081765003,0.028593718,0.023583535,0.003438562,5.366131519,classical
0.405839239,0.084994763,6.686270566,50.66524019,3.284712839,36.87758514,1359.956286,8.223699858,4.573587894,2235.589374,489.1578144,239275.3674,2099.812041,21.91358628,4389.434375,2.194831765,2.645668055,0.046295343,0.064898731,0.108884811,0.105605826,2.07354195,blues
0.461526578,0.079163452,7.04821559,25.9519429,4.442079153,30.45436108,927.4681089,1.977726157,5.07919693,2459.499358,359.5805707,129298.1868,2221.392811,20.21048116,5024.264179,3.240632105,3.355306422,0.047474064,0.03406077,0.119380601,0.08499448,1.683446712,rock
0.282292806,0.090414941,1.819532537,12.00231325,-5.760597813,55.03749445,3029.125796,7.173249833,2.290362597,2053.142972,828.5174863,686441.2251,2559.141327,21.73589198,4505.077502,0.822980482,0.992859842,0.095250811,0.055279724,0.077301055,0.028534582,2.34985941,pop
0.236700494,0.095409564,4.673333319,30.33940282,-2.954387978,56.16798001,3154.841979,5.796044464,3.811170816,1316.853532,426.6964928,182069.897,1475.300333,21.90881435,2778.407716,1.36520202,1.458813693,0.070719595,0.02453452,0.122617267,0.041705165,1.929578231,jazz
0.342506263,0.087271842,3.508615874,16.79862129,-0.304212961,39.15115906,1532.813256,9.900731641,3.414611578,2116.927292,717.6704891,515050.9309,2114.133669,20.57080197,4349.140806,1.686479946,1.835574236,0.062148932,0.047052092,0.092668988,0.059193861,2.164099773,disco
0.244955323,0.085057254,0.272803711,2.386174073,-9.214701756,79.17268695,6268.314359,3.655256722,0.809771299,1497.369083,285.9101649,81744.62237,1570.642348,22.75299789,2868.579045,0.329078605,0.466950787,0.067438389,0.02910215,0.033117618,0.006026833,3.381986395,classical
0.416665868,0.098625647,17.82410604,149.969262,3.799434043,28.33898033,803.0978059,10.04395469,7.328269959,3094.39087,1026.372607,1053440.729,3136.002281,20.15514709,6974.84264,2.210425232,2.600504452,0.09780024,0.087186617,0.251838207,0.085384943,2.268589569,reggae
0.273979006,0.090914057,0.49738209,4.165239004,-10.17237666,78.62171599,6181.374226,1.759734607,1.07364285,1369.49008,416.8471124,173761.5151,1465.863002,24.76631319,2655.062264,0.402419911,0.570704757,0.074527057,0.03843022,0.043911081,0.006323228,1.749623583,classical
0.394503516,0.089449743,16.13868078,96.36414745,6.629210403,28.13793623,791.7434552,14.19391658,7.020061493,2944.261535,1120.30925,1255092.816,3162.398755,18.59323372,6877.943226,2.847674137,3.424278204,0.055438446,0.090764974,0.187702224,0.129243493,2.528653061,pop
0.345868527,0.097265144,5.180413099,44.20387686,-1.08551353,37.35446856,1395.356321,10.40082443,3.607199907,2519.228814,760.0811919,577723.4183,2684.273604,18.08890024,5497.686555,1.554106026,2.218147987,0.078732454,0.060218802,0.112100169,0.085745953,4.450104308,pop
0.439457752,0.092914284,6.579088737,54.49555506,4.191755603,27.44204886,753.0660458,11.47385443,4.5616045,3127.019677,964.9493335,931127.2162,2853.565644,17.09569602,6388.973803,1.829874581,2.160327625,0.08442932,0.077727173,0.13634403,0.085347176,1.863401361,hiphop
0.370602044,0.086756553,2.908568411,17.71676605,-1.272768538,26.38726328,696.2876635,6.285203094,3.07934165,3353.272596,749.7504057,562125.6708,2986.8598,18.61118169,7042.473218,1.514869485,1.771855256,0.061201371,0.075081756,0.072540663,0.072014146,2.730666667,disco
0.321100373,0.103292281,2.846798455,23.62644095,-0.915056154,72.0480635,5190.923455,12.26951408,2.753371716,1046.549986,539.889096,291480.236,1481.058081,22.15440811,1830.330592,0.928641135,1.310418946,0.067240179,0.048283635,0.091235511,0.047019046,2.604117914,blues
0.308149843,0.089493821,1.396077648,7.575957081,-3.594133445,63.81322093,4072.127165,13.26764366,2.13402009,1617.443032,399.9582768,159966.6232,1568.451016,21.66930672,3103.612375,0.959992286,1.258576383,0.060361339,0.046362854,0.064894527,0.037940145,2.48337415,jazz
0.339175181,0.086655721,14.41948181,61.48270332,3.195034188,32.43972571,1052.335804,5.753547167,6.889276028,2141.518226,356.7106136,127242.4619,2168.297101,22.54699313,4628.622798,3.532567735,3.887035248,0.06127625,0.025388314,0.183495343,0.120426297,2.201251701,blues
0.262363772,0.099145263,5.065548703,37.43434693,-8.538709812,58.32947827,3402.328035,8.247944641,3.708604097,1537.097981,584.0191287,341078.3427,2157.363017,26.88259082,3602.42328,1.066609834,1.310370281,0.091967204,0.026290159,0.129778057,0.041869972,2.696997732,blues
0.217630459,0.085218314,0.115441315,1.169764346,-18.53542069,105.4611927,11122.06317,2.377225031,0.516704082,789.421219,179.1193985,32083.75891,898.0662129,20.26692136,1158.063325,0.159117122,0.215782067,0.069999218,0.019097965,0.020558013,0.003723837,2.116498866,classical
0.332649994,0.080391583,2.883686962,11.77844069,-1.57521584,35.07260419,1230.087564,4.575387719,3.2269454,2553.361187,328.4138997,107855.6895,2280.266168,22.13440431,5148.3757,1.730770287,1.871283743,0.048232834,0.032542513,0.088114649,0.05361028,2.173387755,blues
0.401367395,0.087922121,3.152203496,22.36689443,-0.188501555,35.1978899,1238.891453,7.037111393,3.008433819,3248.613315,826.6867437,683410.9722,3305.004959,17.4428764,7422.285281,1.206153948,1.489422883,0.064343106,0.044976556,0.07549952,0.066941574,3.051102041,disco
0.294206679,0.082542976,4.190904652,20.5176963,-0.383707711,38.58886142,1489.100226,2.705155108,3.73707509,2294.785887,628.0312606,394423.2643,2207.011467,22.38783261,4847.943384,1.866263199,2.14742546,0.081017045,0.048663199,0.115915641,0.048575766,5.306920635,rock
0.292001291,0.086787514,2.901664607,14.75151412,-5.772928553,41.34602245,1709.493573,5.238643709,3.19880271,2371.480617,486.4552461,236638.7065,2210.070484,23.30178079,5005.229028,1.446823753,1.585951582,0.066136556,0.050021749,0.092714168,0.050167032,1.79722449,blues
0.416088669,0.087772407,4.678660238,26.06170802,1.580554507,26.78900738,717.6509165,8.19917982,3.907173634,3009.958651,659.6474313,435134.7336,2778.049737,18.83406488,6131.200719,1.945747278,2.316231187,0.067360902,0.058869621,0.107131191,0.074609458,2.849088435,rock
0.321169984,0.087852048,1.002566707,7.027644977,-6.611299779,86.29386176,7446.630577,9.499605538,1.523982048,857.6385872,534.0139166,285170.8631,1238.029734,22.65486992,1443.765464,0.541660522,0.805012583,0.109555998,0.024617111,0.054641671,0.023393141,3.902113379,country
0.480583344,0.078325647,11.33648304,52.21246508,6.507794566,29.47365131,868.6961217,6.24600167,6.300063133,2522.065008,486.6703029,236847.9837,2275.577788,19.47304809,5088.713906,3.90275351,4.28142349,0.056420932,0.046004346,0.14528358,0.125132814,2.312707483,metal
0.447766133,0.085354005,3.278169881,30.63436901,1.239818446,40.12874572,1610.316233,7.49186344,3.005401611,2367.661795,559.9117775,313501.1985,2302.853111,20.70437877,5016.411971,1.372812812,1.580419369,0.073322961,0.059477869,0.08846464,0.059328206,1.537160998,hiphop
0.277958096,0.083758714,0.454465792,2.501203297,-5.381452212,63.62782875,4048.500591,3.202477112,1.205010772,1490.275362,197.4673309,38993.34677,1600.115742,22.89972583,2785.294011,0.534902774,0.580815702,0.075329083,0.01988032,0.040476687,0.009576498,1.692734694,classical
0.373451766,0.092337219,8.050617449,42.24731169,1.6312688,22.54636843,508.3387292,6.305546817,5.178474903,3132.818576,792.3705395,627851.0718,3007.973379,19.41168213,6864.012426,2.299361966,2.562378947,0.065766367,0.073725068,0.14603965,0.083886489,1.92493424,disco
0.527148927,0.060691347,22.23567094,93.9341293,9.443262148,29.86794908,892.0943824,2.056785226,8.637217522,2250.699858,310.9588114,96695.3824,2389.995088,19.8376087,5112.145628,4.556399749,4.685317466,0.051864134,0.023561187,0.231903285,0.118237369,1.81231746,metal
0.45571592,0.090783538,17.3856723,113.8418467,7.280789644,41.81062395,1748.128275,3.375012314,7.335123539,1443.331442,384.8375743,148099.9586,1726.236491,20.28732433,3285.628727,2.742125917,2.992569841,0.085633854,0.026476176,0.239718378,0.073300153,5.016671202,metal
0.452745758,0.079436076,9.134200817,42.92353181,4.921024467,36.22817252,1312.480484,7.090981854,5.484061241,2030.657182,469.9234635,220828.0615,1987.383148,20.88282422,4063.388706,2.937142517,3.359564418,0.04372764,0.043759849,0.129034415,0.111149013,1.598693878,blues
0.427291196,0.080121739,14.12085176,88.39137897,6.69213282,29.70526555,882.4028015,3.674722108,6.813975811,2314.927707,379.354214,143909.6197,2261.811848,21.18615154,5036.45467,3.505932487,3.7808002,0.082164829,0.036192884,0.176923364,0.120079674,1.214403628,blues
0.388259706,0.100852119,2.075940477,14.7336072,1.170470912,54.83354428,3006.717578,22.39467784,2.489418268,2144.753973,715.0788537,511337.767,2403.818919,21.70999462,4947.707231,0.987689188,1.323890901,0.09402965,0.036615615,0.069632158,0.050515227,2.535619048,disco
0.41606058,0.082946555,8.813302013,51.57454358,6.128690074,19.46058389,378.7143252,3.947490233,5.613070011,2926.293391,525.4662951,276114.8273,2736.796421,18.48267772,6177.129007,2.647476794,2.763117149,0.070925277,0.047202718,0.169832125,0.07039538,2.339410431,country
0.374593172,0.088785878,2.565536461,13.07838601,-0.756348676,40.53328979,1642.947581,7.260052226,3.02771616,2340.802487,589.3459762,347328.6797,2256.61511,22.52336775,4972.96253,1.465615027,1.623725634,0.058458248,0.063244396,0.074310645,0.058748562,1.914485261,blues
0.434032674,0.080115177,0.471803173,2.23629794,-1.559663138,38.46102552,1479.250484,4.024565479,1.388747096,3236.925385,588.77412,346654.9644,2572.74905,21.33040269,6227.983557,0.786379501,0.839853939,0.068972205,0.057752284,0.035445422,0.02377592,2.113015873,metal
0.403715306,0.099904233,4.96927198,51.87109612,-1.19391116,51.96662401,2700.530011,19.83810452,3.358553171,2086.325816,910.9860783,829895.6349,2318.273859,21.19805228,4678.44227,1.204058244,1.663659387,0.059246192,0.075120555,0.08727552,0.094626568,2.195446712,reggae
0.38064277,0.100245481,0.896922049,7.786273873,-5.447399794,69.36936067,4812.1082,19.25885469,1.448834181,1937.046666,958.312337,918362.5352,2008.418234,20.2833006,3986.148956,0.610014159,0.901085773,0.056451578,0.074722051,0.043051206,0.03481029,2.088634921,rock
0.471098279,0.085650875,8.798997573,66.34852315,5.599200494,41.65533308,1735.166774,12.56461151,4.967416286,1886.637316,562.222808,316094.4858,2190.339859,20.53731426,4362.45542,2.182047937,2.807963487,0.064589296,0.044908131,0.125931382,0.111362018,2.070058957,disco
0.370214727,0.085141471,3.311834345,20.92560676,-3.3878106,57.67275612,3326.146799,6.487381715,2.882931948,1538.39452,474.7024578,225342.4234,1703.281825,20.40039741,3174.215635,1.445095413,2.203446634,0.074677779,0.040887096,0.095610343,0.051010154,4.739192744,blues
0.380773394,0.096251923,5.483318157,42.29837852,-0.501319137,41.15067193,1693.377801,11.1657044,4.058838367,2288.367726,754.816649,569748.1735,2533.797465,19.82427269,5005.278989,1.377998685,1.687907322,0.092868259,0.034347645,0.133550227,0.056010067,2.187319728,reggae
0.440967484,0.07954257,1.650271433,7.343342602,0.374123441,36.443402,1328.12155,4.820105568,2.436148882,2954.984832,507.0710769,257121.077,2478.290274,21.05126545,5928.167427,1.343986154,1.496913244,0.069192268,0.057863716,0.059893601,0.045291159,1.767038549,metal
0.43021441,0.081088115,1.627775842,7.005636946,-2.016232057,46.82040461,2192.150287,8.477541076,2.417058468,2390.257226,605.4773413,366602.8109,2027.698025,21.27738713,4449.795624,1.351545534,1.637934573,0.078670107,0.062161441,0.060871746,0.049580757,9.105705215,metal
0.416262586,0.08889186,14.94799673,126.1702458,3.743083721,37.5786121,1412.152087,13.89199386,6.172321796,2345.270239,926.1056463,857671.6681,2682.136218,16.70030742,5395.266447,2.444230703,3.192237881,0.062420631,0.048889059,0.17001079,0.119285114,3.126566893,hiphop
0.322675002,0.089988123,5.801598738,40.01411344,-1.273510773,51.54134194,2656.509929,11.73954014,4.047357559,1988.137364,1048.082046,1098475.975,2580.401026,20.3885764,4267.004876,1.365327843,1.682551024,0.108120571,0.061347822,0.132713348,0.058128849,4.205133787,pop
0.232176225,0.083336621,0.373008686,2.637857338,-10.24803782,86.9096047,7553.27939,5.659538827,0.871638119,1387.96176,466.4420955,217568.2285,1456.141112,23.55238693,2598.381478,0.364425066,0.60573929,0.081311792,0.031739841,0.036903761,0.008672356,5.428825397,classical
0.370719428,0.088069047,4.571540304,25.52764331,-0.598781745,39.57941834,1566.530356,15.7845937,3.629461288,2322.063165,746.8322013,557758.3369,2803.754907,18.75473144,5450.165291,1.51561981,1.836447115,0.069955466,0.049248697,0.103090018,0.061791241,3.240344671,reggae
0.292837418,0.087989414,2.044140036,10.84440622,-4.536727128,38.64063253,1493.098482,4.719029253,2.755749226,2816.22575,589.6620883,347701.3783,2371.969419,22.77763245,5613.621121,1.288858459,1.439122217,0.058875778,0.05053325,0.074745424,0.050468877,2.22214966,blues
0.403080136,0.08227047,2.045471294,11.37322327,-0.323624283,34.15410017,1166.502559,7.225870095,2.589601278,2530.388851,626.5162248,392522.5799,2491.239776,18.30296766,5070.036808,1.384344412,1.640283358,0.066098028,0.047122164,0.068491712,0.052130491,2.928036281,country
0.360042026,0.083952925,3.014730285,13.32992707,0.521193903,38.94143365,1516.435255,6.193895042,3.211569548,2148.410427,503.6051992,253618.1966,2107.165335,21.97606865,4479.264304,1.788448072,1.964776289,0.063856185,0.039266982,0.086512886,0.051908702,2.082829932,rock
0.469605071,0.073266622,1.773827258,7.976118562,-0.118071041,34.62399901,1198.821307,3.810969555,2.619725466,2759.97743,462.7076773,214098.3947,2242.517141,20.98744361,5259.455719,1.599080633,1.729107546,0.069837084,0.04079768,0.062279597,0.049588472,2.489179138,metal
0.23339812,0.09494236,10.35854407,78.00557327,-9.792869442,55.82065674,3115.945719,6.584461717,5.412279129,1247.355014,513.6253192,263810.9686,1908.092141,27.36607897,2620.189467,1.450745134,1.677596266,0.096907151,0.018669153,0.191423476,0.047856074,1.329342404,blues
0.397927545,0.081521931,3.517471744,30.78869205,1.593357922,37.97356214,1441.991421,5.232059068,3.186695337,2238.588243,401.2953692,161037.9733,2023.304319,22.05967494,4384.31337,1.686293688,1.984687606,0.055954633,0.037936052,0.077497475,0.079016663,2.752725624,disco
0.396361369,0.092989676,2.568711769,21.8170902,-0.178833684,51.31242045,2632.964492,17.71042787,2.632953882,2542.615326,1291.649996,1668359.713,2726.347706,18.96571843,5477.877008,0.929424971,1.253834264,0.087338238,0.082055788,0.085839681,0.046569936,3.13353288,reggae
0.348077742,0.089503065,5.72532843,29.69148463,2.28915314,49.84320602,2484.345187,7.106699658,4.227807999,1560.970476,762.6759875,581674.6618,1782.663038,24.58381975,3175.106606,1.649367763,2.039789406,0.129375518,0.052147304,0.13903068,0.055677302,3.013950113,country
0.297425621,0.084191093,1.05374579,6.262717676,-5.581287421,64.52271974,4163.181363,2.39384665,1.757287741,1184.132549,232.851805,54219.96311,1304.7053,21.75325961,2139.247956,0.789497561,0.869519709,0.070059611,0.019619772,0.056418482,0.018818678,1.878494331,classical
0.454744953,0.086461082,13.35254972,135.4359483,3.012838983,27.30439045,745.5297377,16.53632398,6.048046112,3123.151369,973.197331,947113.0451,2970.246852,17.42555478,6616.305648,2.704223273,3.501726394,0.047916611,0.092865932,0.136961669,0.1585062,1.713632653,pop
0.453622915,0.088034179,5.878706708,67.11302892,-0.915197337,41.19269141,1696.837825,16.1818192,3.854375839,3070.761744,945.5263948,894020.1632,2349.669667,21.34654828,5754.427952,1.794659207,2.445961489,0.085137305,0.100821433,0.123235971,0.084629662,2.403265306,hiphop
0.467937433,0.088230653,2.569338013,21.95764355,-0.581566077,48.16479924,2319.847885,16.26229229,2.643017054,2486.676154,757.1888562,573334.9639,2275.557105,22.0755508,5007.335718,1.155851516,1.521336608,0.073761838,0.066734389,0.066390216,0.066060908,2.418358277,disco
0.447250952,0.093025343,9.364188927,72.9163709,2.856502857,23.39548635,547.3487816,11.13629435,5.184149742,3888.859772,1024.910867,1050442.286,3270.9665,16.9667022,8054.483804,2.002590111,2.521424186,0.052787322,0.115391512,0.127534479,0.13485308,1.919129252,pop
0.410038598,0.088841896,4.823515076,41.33858944,2.982168297,42.284898,1788.012599,16.95016293,3.790971041,2026.29905,758.4089712,575184.1676,2398.102876,17.99296801,4462.743857,1.401608097,1.60259199,0.081096088,0.041413649,0.11851085,0.058360126,2.359147392,reggae
0.394112456,0.101363038,5.447225166,43.54482533,1.668649928,55.666564,3098.766347,20.90243082,3.739240885,1753.936212,955.7808607,913517.0536,2068.261985,22.08024296,3840.287735,1.325781254,1.716217181,0.067187666,0.064431293,0.107865654,0.077322721,2.19660771,reggae
