tempo,total_beats,average_beats,chroma_stft_mean,chroma_stft_std,chroma_stft_var,chroma_cq_mean,chroma_cq_std,chroma_cq_var,chroma_cens_mean,chroma_cens_std,chroma_cens_var,melspectrogram_mean,melspectrogram_std,melspectrogram_var,mfcc_mean,mfcc_std,mfcc_var,mfcc_delta_mean,mfcc_delta_std,mfcc_delta_var,rmse_mean,rmse_std,rmse_var,cent_mean,cent_std,cent_var,spec_bw_mean,spec_bw_std,spec_bw_var,contrast_mean,contrast_std,contrast_var,rolloff_mean,rolloff_std,rolloff_var,poly_mean,poly_std,poly_var,tonnetz_mean,tonnetz_std,tonnetz_var,zcr_mean,zcr_std,zcr_var,harm_mean,harm_std,harm_var,perc_mean,perc_std,perc_var,frame_mean,frame_std,frame_var,genre
161.4990234,50915,644.4936709,0.303993306,0.307738424,0.094702938,0.516161653,0.265887362,0.070696089,0.258836657,0.127815955,0.016336918,6.665276593,68.03855541,4629.245023,-3.6810226,56.02482369,3138.780869,-3.27E-05,4.03955438,16.31799959,3.896086454,2.746005535,7.540546417,1409.955267,453.5051075,205666.8825,1512.31027,380.8002398,145008.8227,21.09467394,8.234673355,67.80984526,2765.900805,1194.924241,1427843.942,1.557987777,2.149775083,4.621532906,-0.002198866,0.060854501,0.00370327,0.062958826,0.021012713,0.000441534,-0.000111032,0.147540182,0.021768106,8.67E-05,0.063051477,0.003975489,2.316190476,1.240168952,1.53801903,blues
161.4990234,52657,650.0864198,0.367152052,0.319888658,0.102328754,0.374272988,0.305074633,0.093070532,0.226788469,0.178606617,0.031900324,1.611516623,20.10599386,404.2509891,-6.606261091,73.66119941,5425.972298,0.003290107,3.690595498,13.62049513,1.788328052,1.426900625,2.036045313,1352.659633,715.6361266,512135.0658,1756.779776,469.7092368,220626.7671,20.80644364,7.337268096,53.83550311,2880.777863,1712.719528,2933408.182,0.52199094,0.768738428,0.590958771,0.029340045,0.089096204,0.007938133,0.043930585,0.043539779,0.001895712,8.72E-06,0.070793845,0.005011768,-1.42E-05,0.025172874,0.000633674,2.101405896,1.257302118,1.580808615,blues
184.5703125,58372,641.4505495,0.269391117,0.30643377,0.093901656,0.537309479,0.254631369,0.064837134,0.262519825,0.120069458,0.014416675,3.949383847,38.31616432,1468.128448,-2.990473791,60.55182522,3666.523537,0.000385607,3.672309126,13.48585432,3.227551222,1.888544679,3.566601038,1360.641194,507.0161274,257065.3535,1567.565227,212.688765,45236.51078,22.13571578,6.739981741,45.42735387,2738.638738,976.1653893,952898.8674,1.156294945,1.480503629,2.191890996,0.005807561,0.053234392,0.0028339,0.069095007,0.048791007,0.002380562,-2.90E-06,0.111938179,0.012530155,-5.91E-05,0.051313005,0.002633025,3.229895692,1.89079308,3.57509847,blues
107.6660156,33594,646.0384615,0.264712828,0.301953207,0.091175739,0.527237848,0.252238761,0.063624393,0.265036751,0.114406529,0.013088854,3.944868609,47.63027927,2268.643503,-1.472875002,58.15514089,3382.020412,-0.00047653,2.822534655,7.96670188,3.060828686,1.916370988,3.672477722,1324.293223,414.0953607,171474.9678,1828.039262,279.7830641,78278.56296,21.41975823,7.124227657,50.7546197,2710.2692,1036.532816,1074400.279,1.023482943,1.237506323,1.5314219,-0.016919399,0.058601519,0.003434138,0.051401703,0.035431452,0.001255388,-1.60E-05,0.112608694,0.012680719,-6.10E-05,0.040057197,0.001604579,2.175709751,1.312268501,1.722048618,blues
151.9990809,45995,657.0714286,0.329036313,0.328803073,0.108111461,0.510027329,0.257736355,0.066428029,0.259336094,0.126799541,0.016078123,1.488224881,18.12308858,328.4463398,-3.604441683,77.92647041,6072.53479,3.51E-05,3.23268641,10.45026142,1.81872189,1.492572665,2.22777319,1171.848242,383.7689427,147278.6014,1705.519297,310.7803867,96584.44879,21.62806215,6.522301447,42.54041616,2344.246382,936.8012362,877596.5562,0.616825269,1.013860936,1.027913997,-0.00356731,0.064919506,0.004214542,0.045036676,0.039496466,0.001559971,-0.000118958,0.068680853,0.004717059,-0.000197333,0.034637276,0.001199741,2.555356009,1.363200704,1.858316159,blues
99.38401442,31528,643.4285714,0.269690416,0.308203465,0.094989376,0.518976435,0.256384497,0.06573301,0.261926579,0.12135815,0.014727801,1.953418678,23.84619596,568.641062,-3.677888839,63.97932325,4093.353803,0.002554893,3.395484539,11.52931526,2.184569597,1.544561863,2.385671377,1420.365216,447.1677562,199959.0022,1731.16431,285.2266896,81354.26445,21.3676709,6.688324229,44.733681,2929.964495,836.7191727,700098.974,0.816863431,1.146919912,1.315425285,0.012473371,0.053242136,0.002834725,0.063701255,0.044056664,0.00194099,-1.26E-05,0.068736285,0.004724677,-8.70E-05,0.048327658,0.002335563,2.572770975,1.398269346,1.955157165,blues
198.7680288,59952,624.5,0.304185539,0.313835909,0.098492978,0.569400179,0.239096951,0.057167352,0.273517086,0.092313256,0.008521737,1.92832499,17.16897861,294.7738266,-2.423396842,63.44359299,4025.089492,-8.03E-05,3.185125723,10.14502587,2.207787275,1.498157144,2.244474888,1454.963937,390.2783212,152317.168,1825.797947,341.7231601,116774.7181,21.06589705,7.076887002,50.08232963,3009.460817,1005.295984,1010620.015,0.862460086,1.24329465,1.545781587,0.010302849,0.05735885,0.003290038,0.061344061,0.037666939,0.001418798,-2.35E-05,0.067135729,0.004507206,-0.000109743,0.049144167,0.002415149,2.975637188,1.742506761,3.036329811,blues
172.265625,49869,615.6666667,0.302124005,0.305525269,0.09334569,0.546336766,0.247962925,0.061485612,0.269710918,0.102904587,0.010589354,2.411372476,22.5217238,507.2280431,-1.52999371,68.29798153,4664.614282,-0.001141702,3.723205999,13.86226291,2.524436235,1.399262667,1.957935929,1088.844208,481.2907427,231640.779,1410.984245,264.1882828,69795.44879,21.72337789,6.35265982,40.35628679,2134.992942,1040.057731,1081720.085,0.938502908,1.210852519,1.466163822,0.013194066,0.06186797,0.003827646,0.048326249,0.02907173,0.000845165,-1.19E-05,0.082319222,0.006776455,-7.67E-05,0.039017968,0.001522402,2.700480726,1.657213548,2.746356743,blues
83.35433468,24898,622.45,0.269932304,0.312502374,0.097657733,0.444928407,0.259699655,0.067443911,0.253012276,0.138989646,0.019318122,2.094858145,31.99830883,1023.891768,-2.151166469,64.71285732,4187.753902,-0.001451684,2.635318786,6.944905104,2.172484875,1.556674957,2.423236847,1537.58772,439.4337777,193102.045,2054.529527,381.8071984,145776.7367,21.72358955,7.418824232,55.03895299,3495.515006,1351.998344,1827899.522,0.680542328,0.930108558,0.865101929,0.031570057,0.071604008,0.005127134,0.05614177,0.04149946,0.001722205,-4.58E-05,0.083268136,0.006933582,-0.000198296,0.032448005,0.001052873,2.446222222,1.39200239,1.937670654,blues
123.046875,35426,681.2692308,0.257324805,0.309779438,0.0959633,0.55203751,0.24780516,0.061407397,0.271428612,0.098284496,0.009659842,2.565458032,22.9217348,525.4059262,-3.213651004,66.05193198,4362.857718,0.000243281,3.257750097,10.61293569,2.63462615,1.534130931,2.353557587,1195.470366,499.5226928,249522.9206,1481.318877,216.7268674,46970.53505,21.48626636,6.513394594,42.42430913,2235.264725,1099.1036,1208028.724,0.956294447,1.290092102,1.66433763,0.008446329,0.061487968,0.00378077,0.058886039,0.042406678,0.001798326,-2.59E-05,0.081228487,0.006598067,-0.000166766,0.050774824,0.002578083,1.900553288,1.052104191,1.106923228,blues
135.9991776,44389,652.7794118,0.302611605,0.307130489,0.094329137,0.560101525,0.239995481,0.057597831,0.270965662,0.099553721,0.009910943,1.79201327,18.82135761,354.2435022,-2.755271491,62.10815027,3857.42233,0.003702789,2.812671082,7.911118617,2.034880161,1.465306401,2.14712286,1390.30156,320.8994758,102976.4735,1911.314583,298.1892051,88916.80205,20.07877033,7.187177329,51.65551796,3006.171716,972.5993623,945949.5196,0.783629628,1.086256193,1.179952518,0.018880448,0.053244506,0.002834977,0.052586342,0.024823962,0.000616229,-5.77E-06,0.067465171,0.004551549,-8.91E-05,0.038552187,0.001486271,1.703183673,1.011715434,1.023568119,blues
99.38401442,30926,631.1428571,0.321100373,0.321391165,0.103292281,0.494290585,0.264974207,0.07021133,0.255313945,0.134714969,0.018148123,2.846798455,23.62644095,558.208712,-0.915056154,72.0480635,5190.923455,0.001585254,3.502786617,12.26951408,2.753371716,1.656563282,2.744201899,1046.549986,539.889096,291480.236,1481.058081,264.7391678,70086.82696,22.15440811,6.46288014,41.7688197,1830.330592,1161.557203,1349215.136,0.928641135,1.310418946,1.717197814,-0.008861689,0.067240179,0.004521242,0.047907452,0.048283635,0.002331309,-6.30E-06,0.091235511,0.008323918,-7.88E-05,0.047019046,0.002210791,2.604117914,1.344579238,1.807893327,blues
95.703125,27060,615,0.306536795,0.313049465,0.097999968,0.490688996,0.260700576,0.06796479,0.256779985,0.1318991,0.017397373,3.446924551,29.34418794,861.0813656,-0.305042898,66.13414913,4373.725681,0.001670095,3.623795558,13.13189425,3.086245537,1.781471133,3.173639297,1155.781205,560.5437616,314209.3086,1497.964246,242.9304258,59015.19178,22.29029712,6.789370817,46.09555609,2169.033056,1154.232894,1332253.574,1.113727274,1.496643443,2.239941595,0.003490833,0.070959958,0.005035316,0.058569959,0.053553418,0.002867969,-5.74E-06,0.099216416,0.009843897,-5.36E-05,0.056523018,0.003194851,3.077804989,1.750520872,3.064323325,blues
184.5703125,60700,659.7826087,0.280822667,0.301921574,0.091156637,0.48293789,0.263653238,0.06951303,0.253791286,0.137562046,0.018923316,2.960546635,20.9525152,439.0078933,-2.408550937,64.37525779,4144.173815,0.001067552,3.080964515,9.492342342,2.777292967,1.737744212,3.019755125,1209.987861,363.0129583,131778.4079,1497.691555,227.2104785,51624.60152,21.83293992,6.12431799,37.50727084,2521.741261,781.0851691,610094.0415,1.059939556,1.489235202,2.217821486,0.017391186,0.068653389,0.004713288,0.05246701,0.032981582,0.001087785,-2.36E-05,0.093222119,0.008690364,-0.000115363,0.045940947,0.00211057,1.976018141,1.298282048,1.685536276,blues
103.359375,31955,626.5686275,0.263112215,0.31621646,0.09999285,0.425141907,0.289384834,0.083743582,0.229823385,0.174684129,0.030514545,2.194342223,18.90328704,357.334261,-3.278882637,73.20090024,5358.371796,0.001172219,3.540478054,12.53498485,2.355406523,1.476057291,2.17874527,1120.019407,420.0694504,176458.3431,1447.88986,231.9133342,53783.7946,21.72596504,5.982824794,35.79419252,2323.820648,1067.979122,1140579.404,0.805054594,1.168813558,1.366125134,0.01707688,0.062001452,0.00384418,0.047276048,0.032848043,0.001078994,-6.32E-06,0.080975235,0.006556988,-9.88E-05,0.041366398,0.001711179,1.897070295,1.057186456,1.117643202,blues
92.28515625,29767,647.1086957,0.290959756,0.30178751,0.091075701,0.538104681,0.246687017,0.060854484,0.265578077,0.113144238,0.012801619,2.411014494,32.84905873,1079.060659,-1.078487233,67.81983763,4599.530376,-0.002260177,3.487614214,12.1634529,2.428536892,1.612681508,2.600741625,1109.352778,372.4240431,138699.6679,1463.217698,194.1449508,37692.26191,21.0302314,6.299832561,39.68789029,2243.341758,915.5531612,838237.5909,0.883660616,1.163528245,1.353797977,-0.011110485,0.050006657,0.002500666,0.051697391,0.036595983,0.001339266,-8.26E-06,0.082166128,0.006751272,-2.33E-06,0.041370194,0.001711493,2.178031746,1.336985551,1.787530364,blues
83.35433468,23883,612.3846154,0.27837845,0.308244497,0.09501467,0.426542782,0.284090978,0.080707684,0.231705054,0.172180433,0.029646101,2.669096013,71.68452653,5138.671343,-2.979738285,73.01594075,5331.327604,0.002590518,3.717495304,13.81977134,2.087233782,2.18364501,4.768305779,1198.459073,402.3429712,161879.8664,1573.500266,291.2600514,84832.41754,21.97429464,6.217018937,38.65132446,2477.275946,997.1310848,994270.4002,0.662777615,1.041578611,1.084886004,0.019643394,0.06365375,0.0040518,0.051972686,0.038559946,0.001486869,-3.20E-05,0.091724806,0.008413441,-6.37E-05,0.043795753,0.001918068,2.726022676,1.414291584,2.000220684,blues
92.28515625,28763,639.1777778,0.28870731,0.306802555,0.094127808,0.443774649,0.283718059,0.080495937,0.234327024,0.168594719,0.028424179,2.36692873,18.03433863,325.2373699,-3.6089948,63.63182241,4049.008823,0.000844368,2.627149758,6.90191585,2.620549917,1.363872051,1.86014688,1391.841976,447.4752127,200234.066,1494.954584,208.5095558,43476.23487,23.02539913,5.870437564,34.4620372,2811.698414,735.6676417,541206.879,0.964734918,1.206516614,1.45568234,0.003864016,0.071727134,0.005144782,0.072414413,0.0504548,0.002545687,-1.52E-05,0.087983802,0.00774115,-8.76E-05,0.039034527,0.001523694,1.978340136,1.223310426,1.496488399,blues
103.359375,32481,676.6875,0.276155462,0.314441313,0.098873339,0.466249499,0.276501421,0.076453036,0.247109703,0.149231793,0.022270128,2.977672109,25.90867621,671.2595029,-4.02788788,68.39704018,4678.155105,-0.000794109,3.142935572,9.87804401,2.700657606,1.872703314,3.507017851,1115.728213,325.1473197,105720.7795,1399.096835,230.0621345,52928.58575,21.40756839,6.19476632,38.37512976,2290.646525,798.7103858,637938.2804,0.953194818,1.398155651,1.954839223,0.000384887,0.060453502,0.003654626,0.048019987,0.028576176,0.000816598,-8.88E-07,0.090494558,0.008189265,-3.02E-05,0.051157203,0.00261706,2.297614512,1.364347215,1.861443323,blues
129.1992188,39152,631.483871,0.280356528,0.324994176,0.105621215,0.383199387,0.304543211,0.092746567,0.235855538,0.166449687,0.027705498,4.779882826,44.4472336,1975.556574,-8.61728889,60.94639601,3714.463187,0.003856852,3.281919787,10.77099749,3.38155508,2.048238993,4.195282936,1648.835087,844.0037369,712342.3079,2189.985825,430.4612431,185296.8818,26.45532219,8.886559132,78.9709332,3759.892114,2040.042253,4161772.395,0.926235828,1.222629565,1.494823053,-0.014667113,0.088803374,0.007886039,0.05289487,0.056986325,0.003247441,-4.68E-06,0.129482552,0.016765732,5.64E-07,0.036318526,0.001319035,3.177650794,1.9168389,3.67427137,blues
89.10290948,26884,625.2093023,0.263193852,0.307201732,0.094372904,0.380421932,0.304831635,0.092922325,0.234351082,0.168561276,0.028412904,7.563991639,59.0390796,3485.61292,-8.799887001,57.13569032,3264.487108,0.005393507,2.566726358,6.588084197,4.64802742,1.739773154,3.026810646,1379.189388,742.2805154,550980.3635,2004.210673,519.4874361,269867.1962,26.84368773,8.617820572,74.26683141,3016.513649,2139.075588,4575644.37,1.277777536,1.449286172,2.100430409,0.010311937,0.089273923,0.007969833,0.039366118,0.030750115,0.00094557,2.56E-06,0.164971337,0.027215544,5.41E-06,0.039192107,0.001536021,1.368816327,0.813045808,0.661043487,blues
151.9990809,47984,631.3684211,0.253553216,0.315041927,0.099251416,0.357666395,0.302642779,0.091592652,0.217447952,0.189867642,0.036049721,6.169347088,47.68183177,2273.557081,-9.656501577,59.19812593,3504.418114,0.000540552,2.489341055,6.19681889,4.157463074,1.666441083,2.7770257,1330.715632,593.5331011,352281.5421,1973.41055,484.2135996,234462.81,27.93086442,8.273017459,68.44281788,2898.788813,1926.236446,3710386.844,1.10876834,1.274768251,1.625034093,-0.019492147,0.100208051,0.010041654,0.042947225,0.033108555,0.001096176,-1.35E-06,0.152479306,0.023249941,2.48E-06,0.02914796,0.000849604,2.057287982,1.169220982,1.367077705,blues
143.5546875,44468,635.2571429,0.27624481,0.312037023,0.097367104,0.323377067,0.309511196,0.09579718,0.216792573,0.190615617,0.036334314,3.340084163,31.84108656,1013.854793,-11.99201386,72.25390765,5220.62717,-0.003677438,2.828387561,7.999776196,2.773756981,1.792869329,3.214380503,1309.382447,869.5186541,756062.6899,1883.042931,533.0512773,284143.6642,26.98894352,8.184592651,66.98755687,2763.186256,2165.074296,4687546.709,0.674206065,0.935056356,0.87433039,0.027583965,0.11420959,0.01304383,0.039388398,0.056196936,0.003158096,2.19E-06,0.113316737,0.012840683,-1.45E-06,0.021130897,0.000446515,2.644752834,1.448279407,2.097513241,blues
107.6660156,34112,643.6226415,0.260635302,0.307869686,0.094783744,0.34342231,0.30175291,0.091054819,0.214548196,0.193138306,0.037302405,4.707504583,35.4427381,1256.187684,-10.44009401,63.09223297,3980.629861,-0.000458693,2.823696536,7.973262129,3.653458118,1.413122773,1.996915817,1430.492402,837.162868,700841.6676,2075.501246,524.6167661,275222.7513,27.16577162,8.565700106,73.3712183,3245.468387,2359.860607,5568942.084,0.993517723,1.148540038,1.319144218,-0.008148958,0.107582787,0.011574056,0.041973683,0.037935961,0.001439137,5.59E-06,0.130175024,0.016945535,-3.11E-06,0.031517629,0.000993361,1.610303855,0.948877559,0.900368621,blues
184.5703125,59728,642.2365591,0.262363772,0.314873408,0.099145263,0.38249898,0.301178765,0.090708648,0.236613421,0.16537056,0.027347422,5.065548703,37.43434693,1401.33033,-8.538709812,58.32947827,3402.328035,0.003544435,2.871923509,8.247944641,3.708604097,1.701983333,2.896747112,1537.097981,584.0191287,341078.3427,2157.363017,401.2486955,161000.5156,26.88259082,8.633423408,74.53599974,3602.42328,1927.281111,3714412.481,1.066609834,1.310370281,1.717070274,-0.019614212,0.091967204,0.008457967,0.045702445,0.026290159,0.000691172,-2.49E-06,0.129778057,0.016842345,5.18E-07,0.041869972,0.001753094,2.696997732,1.470765106,2.163149998,blues
129.1992188,38534,631.704918,0.288384831,0.310725776,0.096550508,0.440206778,0.288698112,0.0833466,0.247764472,0.148142161,0.0219461,7.851379198,53.09756018,2819.350897,-7.495133282,50.94607667,2595.502728,-0.000483308,2.499509702,6.247548751,4.741381645,1.775750518,3.153289795,1506.872862,643.4338182,414007.0784,2096.692963,496.8602473,246870.1054,26.87704856,8.471638672,71.76866179,3404.186247,2045.426107,4183767.96,1.484700156,1.662352836,2.763416951,0.006789551,0.077880715,0.006065406,0.045419975,0.023957907,0.000573981,9.68E-07,0.162683234,0.026465833,7.28E-06,0.045869227,0.002103986,2.254657596,1.249006951,1.560018363,blues
151.9990809,47893,638.5733333,0.23339812,0.308127182,0.09494236,0.356153838,0.302105223,0.091267566,0.220506078,0.18630728,0.034710403,10.35854407,78.00557327,6084.869462,-9.792869442,55.82065674,3115.945719,-0.004984411,2.566020599,6.584461717,5.412279129,2.08013773,4.326972485,1247.355014,513.6253192,263810.9686,1908.092141,440.7976106,194302.5335,27.36607897,8.414719704,70.8075077,2620.189467,1739.953424,3027437.919,1.450745134,1.677596266,2.814329233,-0.019740715,0.096907151,0.009390996,0.036907341,0.018669153,0.000348537,2.64E-06,0.191423476,0.036642946,1.57E-06,0.047856074,0.002290204,1.329342404,0.736840362,0.542933718,blues
123.046875,32376,599.5555556,0.248634076,0.31302554,0.097984989,0.381125642,0.313960515,0.098571205,0.227321412,0.177927819,0.031658309,1.620345518,20.66918429,427.2151792,-11.78474932,80.63719479,6502.357183,0.004668951,3.770916777,14.21981334,1.849292159,1.40220511,1.966179013,1188.308166,607.8522537,369484.3624,1682.835326,447.4290271,200192.7343,26.61538367,7.613103551,57.95934568,2339.291913,1730.119474,2993313.393,0.471653234,0.705878099,0.49826389,-0.0017267,0.090648056,0.00821707,0.048163866,0.035665324,0.001272015,5.22E-06,0.071808733,0.005156494,-1.88E-06,0.028135937,0.000791631,3.054585034,1.634880631,2.672834679,blues
89.10290948,21989,563.8205128,0.265888089,0.311532482,0.097052488,0.38132157,0.303610553,0.092179368,0.236646341,0.165323448,0.027331842,7.573524211,57.31781724,3285.332173,-8.523051264,54.5198219,2972.410981,-0.00801334,2.71336837,7.36236791,4.605627537,1.863186955,3.471465588,1514.100706,742.9443389,551966.2907,2141.012247,471.7383828,222537.1018,27.19526074,8.31125222,69.07691347,3451.915683,2057.823594,4234637.943,1.325670614,1.55560796,2.419916124,0.001767693,0.090752447,0.008236007,0.044373172,0.044882403,0.00201443,-1.54E-07,0.1655595,0.027409947,1.81E-05,0.036787078,0.001353289,2.893206349,1.348285817,1.817874643,blues
117.4538352,36213,646.6607143,0.25524585,0.311689502,0.097150346,0.321484315,0.31056884,0.096453004,0.212867043,0.194989628,0.038020955,2.357208739,27.45310298,753.6728632,-13.3937164,74.61236838,5567.005515,-0.001237128,2.776422961,7.708524459,2.347678423,1.469932795,2.160702467,1151.00895,717.5250686,514842.2241,1709.083953,574.6148792,330182.2594,26.3688493,8.034943968,64.56032458,2311.446967,1980.302236,3921596.946,0.57862502,0.791390533,0.626298976,-0.008047028,0.125161488,0.015665398,0.035320899,0.030757307,0.000946012,-1.12E-06,0.095397323,0.00910065,-2.15E-06,0.017482778,0.000305647,2.631981859,1.56067247,2.43569856,blues
