,song_name,tempo,total_beats,average_beats,chroma_stft_mean,chroma_stft_std,chroma_stft_var,chroma_cq_mean,chroma_cq_std,chroma_cq_var,chroma_cens_mean,chroma_cens_std,chroma_cens_var,melspectrogram_mean,melspectrogram_std,melspectrogram_var,mfcc_mean,mfcc_std,mfcc_var,mfcc_delta_mean,mfcc_delta_std,mfcc_delta_var,rmse_mean,rmse_std,rmse_var,cent_mean,cent_std,cent_var,spec_bw_mean,spec_bw_std,spec_bw_var,contrast_mean,contrast_std,contrast_var,rolloff_mean,rolloff_std,rolloff_var,poly_mean,poly_std,poly_var,tonnetz_mean,tonnetz_std,tonnetz_var,zcr_mean,zcr_std,zcr_var,harm_mean,harm_std,harm_var,perc_mean,perc_std,perc_var,frame_mean,frame_std,frame_var
11,blues.00090.au,143.5546875,44464,644.405797101,0.377614388487,0.308589639098,0.0952275653586,0.41440487139,0.288297159935,0.0831152524263,0.243438443577,0.155148501514,0.0240710575221,4.48691425242,34.2040760618,1169.91881924,1.4151277453,54.0547871411,2921.92001287,-0.00123496040705,3.63484073679,13.2120671819,3.60783720016,1.40378379822,1.97060906887,1612.51498608,884.172294437,781760.64625,1971.62305345,495.091423439,245115.517563,22.5601962146,8.2587585231,68.2070923429,3468.31955345,1901.14539963,3614353.83055,1.30978117184,1.50476608902,2.26432098267,0.00834415934434,0.0863698190724,0.00745974564661,0.0581968562693,0.0518305356633,0.00268640442715,-9.28708050196e-06,0.113465078175,0.0128743238747,-0.000107371110062,0.0482236295938,0.00232551828958,2.82238548753,1.61343558715,2.60317439388
12,blues.00091.au,63.0240091463,17467,602.310344828,0.422056150532,0.304443815119,0.0926860365645,0.422676224308,0.301499250044,0.0909017977772,0.241256605377,0.158519978853,0.0251285836954,2.59719187264,18.4147515337,339.103074049,-0.960113806644,68.7615299946,4728.1480072,-0.000554483721641,4.4344918815,19.6647182471,2.72501730919,1.06749486923,1.13954532146,991.393496183,644.916019251,415916.671887,1396.79401106,512.309880313,262461.413466,20.9462072359,7.14135273969,50.9989189527,1943.40072596,1509.14958283,2277532.46336,0.976914550203,1.22466755467,1.49981061946,0.0191197063961,0.0891397376704,0.00794589283195,0.0360523763776,0.0255414411232,0.000652365214648,-1.07631649371e-06,0.0874833241105,0.00765333184972,-0.000121308221424,0.0350868813694,0.00123108911794,2.25465759637,1.45918340845,2.1292162195
13,blues.00092.au,83.3543346774,24653,632.128205128,0.390913617385,0.316986192633,0.10048024632,0.403672159871,0.294985864601,0.0870166603145,0.229151381173,0.175564739739,0.0308229778398,1.28085859751,17.7669255167,315.663642315,-4.09152860414,84.3518910273,7115.24151988,0.00477808474397,3.13516418542,9.82925446955,1.71822357178,1.13105726242,1.27929055691,918.585176448,723.089836128,522858.911112,1437.73591006,439.905837392,193517.145772,20.9560320868,6.01878813858,36.2258106571,1600.32667262,1512.53070043,2287749.11976,0.494317716952,0.687092542666,0.472096162187,0.00575902571363,0.0977165323894,0.0095485207022,0.0323115302349,0.0400037193129,0.00160029755886,-1.68603964994e-05,0.0646406263113,0.00417841086164,-0.000143415600178,0.0226369947195,0.000512433529366,3.03600907029,1.84194220357,3.39275108129
14,blues.00093.au,58.7269176136,15704,604.0,0.377606618471,0.310463122386,0.0963873503616,0.355006863686,0.297103615144,0.0882705581315,0.211708049178,0.196247382776,0.0385130352466,1.45481964833,16.6823291284,278.300105147,-3.53769872438,89.0834761024,7935.86571448,-0.0013520192941,2.27107393133,5.15777680156,1.80739891529,1.20260953903,1.44626963139,570.040344079,323.613978787,104726.007266,995.716040155,292.384225079,85488.5350749,21.4162980397,5.37475800766,28.8880236409,927.651389846,705.168708024,497262.906776,0.491294649483,0.682835618439,0.466264481809,0.0262625776892,0.0976966157572,0.00954462873041,0.0216969831545,0.0108382934474,0.000117468604853,3.40010018363e-07,0.0729147046804,0.00531655410305,-0.000102899270132,0.0153859769925,0.000236728286836,5.284861678,3.2579292725,10.6141031446
15,blues.00094.au,103.359375,30947,703.340909091,0.376684580911,0.309748891247,0.095944375629,0.369358624982,0.302551695326,0.0915375283449,0.225673963134,0.180012765372,0.0324045956969,5.82012205295,66.3027269996,4396.05160758,0.0534365430055,59.9653267286,3595.84040967,-0.00391858573841,2.80007506876,7.84042039071,3.83188462257,2.16949319839,4.70670032501,1239.19558696,725.808872722,526798.519723,1659.84094334,482.216820799,232533.062262,22.8931319575,7.20517758862,51.9145840835,2517.25309509,1680.18716987,2823028.92581,1.19398211928,1.49944217025,2.24832682192,0.0130342298684,0.104383086901,0.010895828831,0.0508790573038,0.0500544055106,0.00250544351102,-7.82101415098e-06,0.135647088289,0.0184001326561,-0.000105501254438,0.047800809145,0.00228491751477,3.06967800454,1.84476073345,3.40314216369
16,blues.00095.au,135.999177632,42152,629.134328358,0.369943667963,0.302144776947,0.0912914662364,0.441743604899,0.286571136418,0.0821230162281,0.251355479386,0.141963926108,0.020153756316,8.58454711583,47.8776119716,2292.2657281,2.26694325248,47.670852207,2272.51015014,-0.00353875085324,2.84068399242,8.06948554477,5.13019800186,1.48125898838,2.1941280365,1388.63513359,713.785265412,509489.405119,1773.02362812,405.919445685,164770.596385,22.8722665719,8.27358013566,68.4521282612,2754.85941805,1469.92975417,2160693.48219,2.01857177038,2.22413547392,4.94677860635,0.0137208850406,0.0744390579708,0.00554117335158,0.0571470327001,0.0364516150829,0.00132872024215,-3.24163443111e-06,0.157121539116,0.0246871784329,-9.76180890575e-05,0.0623590499163,0.00388865126297,1.98530612245,1.12204289335,1.25898025452
17,blues.00096.au,129.19921875,38212,626.426229508,0.260524546702,0.303006841995,0.0918131462959,0.36863401279,0.293075927863,0.0858934994929,0.219461772692,0.18753629958,0.0351698636602,0.814062319314,5.93942706504,35.2767938609,-9.5511234142,80.068193269,6410.91557336,0.00948908463391,2.41055231387,5.81076245792,1.41526114941,0.825940012932,0.682176947594,1132.13597091,564.913684649,319127.471104,1582.63555498,388.926633198,151263.92601,23.6363900512,5.93763652175,35.2555274645,2064.96423425,1318.39669934,1738169.85682,0.460069370701,0.630196532484,0.397147669555,0.0325582678624,0.0997141008052,0.00994290189939,0.0482930170872,0.0355806152167,0.0012659801792,-2.66969036602e-05,0.0529956705868,0.00280854129232,-0.000127324688947,0.0158649422228,0.00025169638684,3.11611791383,1.88780658947,3.56381371926
18,blues.00097.au,117.453835227,36883,635.913793103,0.375062343947,0.306358848262,0.0938557439084,0.434613918911,0.290878433618,0.084610263144,0.245866875832,0.151270660413,0.0228828127018,9.81012273976,62.037419027,3848.64135953,1.60029268217,52.2606804908,2731.17872537,-0.0013897167328,3.21083891187,10.309486518,5.43136739731,1.71478414536,2.94048452377,1236.23082445,650.24943237,422824.324298,1601.92201783,543.935878579,295866.240006,21.9722755109,7.62962823219,58.2112269614,2603.33594656,1577.12516879,2487323.79803,1.97352736875,2.20504537792,4.86222511867,0.0022968485782,0.0765814548956,0.00586471923392,0.0446148582512,0.0276134261395,0.00076250130316,-9.96736071102e-06,0.169918417931,0.0288722682744,-0.000276348437183,0.0634538829327,0.00402639480308,1.67648072562,0.948005658536,0.898714728616
19,blues.00098.au,123.046875,35372,599.525423729,0.442965700356,0.27985042156,0.0783162584474,0.567311442612,0.252665962166,0.0638400884372,0.271858131758,0.0970901103624,0.00942648953019,3.36247908395,14.5826832447,212.654650614,1.83594829048,38.1835676622,1457.98483942,-0.00473026566823,2.37478506743,5.63960411648,3.42388701439,1.29183340073,1.66883349419,2310.49825504,437.327736875,191255.549441,2206.5810152,249.697005128,62348.5943697,20.8057981921,9.23092686264,85.2100107434,4829.32457448,786.378226647,618390.715344,1.87587555401,2.22171145648,4.93600179583,0.016645270866,0.0543579647241,0.00295478832894,0.128432318856,0.0493167724478,0.00243214404467,1.82331350516e-05,0.0886105448008,0.007851828821,0.000744689838029,0.0644936338067,0.00415942864493,2.69931972789,1.48313313839,2.19968390619
20,blues.00099.au,92.28515625,23795,580.365853659,0.370214727034,0.291790113853,0.0851414705421,0.467768336249,0.278152855888,0.0773690112388,0.25085177561,0.142852091362,0.0204067200066,3.31183434544,20.9256067599,437.881018268,-3.38781060004,57.6727561224,3326.14679875,0.00112188828801,2.54703390539,6.4873817152,2.88293194771,2.06169247627,4.25057554245,1538.39452023,474.702457782,225342.423424,1703.28182458,323.154284032,104428.691288,20.4003974114,6.91158093496,47.7699510206,3174.21563452,1018.78895983,1037930.94467,1.44509541323,2.20344663414,4.85517706951,0.016482992434,0.0746777785439,0.00557677060826,0.0747685856535,0.0408870963798,0.00167175465037,0.000150895037223,0.0956103429198,0.00914133805782,0.000602739688475,0.0510101541877,0.0026020356454,4.73919274376,2.4783307107,6.14212311158
21,classical.00080.au,89.1029094828,26561,617.697674419,0.437905937867,0.306769424017,0.0941074795118,0.45291140545,0.274200113275,0.0751857021199,0.237099798547,0.164672459332,0.0271170188624,0.0135517081,0.136330249286,0.0185859368703,-14.4553481227,129.381367553,16739.5382698,-0.00213911867922,0.700783508736,0.491097526116,0.146055445075,0.151375502348,0.0229145437479,971.777404072,306.762436055,94103.1921745,1614.74930433,455.156355099,207167.307587,16.9238641877,4.30883692674,18.5660756612,1906.57112139,1024.48916334,1049578.0458,0.0546475680447,0.0977294229503,0.0095510401102,0.0217511535108,0.0717754972448,0.00515172200473,0.0315336034174,0.0112431517808,0.000126408461966,-8.98430971574e-06,0.00703311013058,4.94646374136e-05,-1.38167424666e-05,0.00110119220335,1.21262416997e-06,2.15597278912,1.20842575999,1.46029281742
22,classical.00081.au,151.999080882,47143,654.763888889,0.266826911843,0.290218734899,0.0842269140862,0.427970048638,0.279249047891,0.0779800307478,0.236036869621,0.16619244722,0.0276199295129,0.0727226791461,0.484291687383,0.234538438468,-12.7921314728,91.3537519496,8345.50799527,-0.00183463365867,1.34859123252,1.81869831242,0.455895602703,0.201224610209,0.0404913425446,1213.97169637,288.195550484,83056.6753188,1539.59267577,233.230059966,54396.2608717,20.7326775692,4.55729406678,20.7689292111,2163.88706995,564.453175764,318607.38763,0.175945190398,0.205608250698,0.042274752755,-0.0178166431759,0.0838368185392,0.00702861214277,0.0605744423096,0.0208312188212,0.000433939677579,-3.52445090357e-06,0.0168067552149,0.000282467022771,-2.0319412215e-05,0.00270801619627,7.33335127734e-06,2.45783219955,1.43771229664,2.06701664792
23,classical.00082.au,112.347146739,32057,616.480769231,0.282727575736,0.28835420586,0.0831481480373,0.476061505385,0.261029807845,0.0681365605838,0.254556511394,0.136140794182,0.0185343158404,0.44130839106,2.33236648956,5.43993344164,-14.5984071996,69.3723922772,4812.52881027,8.07816689071e-05,1.56658048952,2.45417443014,1.18718254566,0.420851886272,0.177116319537,1415.26119072,344.867394126,118933.519531,1448.73947486,255.993594267,65532.7203056,22.6269918947,4.85506551686,23.571661173,2489.76620278,658.841171284,434071.688979,0.493567941739,0.556327955832,0.30950079444,0.0032904091099,0.0798918178026,0.0063827025518,0.0873781751498,0.0311693974786,0.000971531339177,-7.74131967773e-06,0.0417857505381,0.00174604903441,-2.78885681837e-06,0.00782529078424,6.12351796008e-05,3.0255600907,1.77712463211,3.15817195806
24,classical.00083.au,117.453835227,26452,575.043478261,0.244852695818,0.287067794556,0.0824079186711,0.429158841274,0.271951203694,0.0739574571906,0.238448420117,0.162713503672,0.0264756842772,0.519400547658,4.37809184153,19.1676881729,-12.8570243146,88.0493643244,7752.69055793,-0.00146773171302,1.03227443208,1.06559050313,1.15748131275,0.607213199139,0.368707895279,852.795736593,146.369527315,21424.0385265,997.158981093,166.986477428,27884.4836438,22.2621066313,5.05397129586,25.5426258594,1401.01547772,315.018752867,99236.8146576,0.391620697796,0.471757453803,0.222555095219,0.000209996572308,0.105966932866,0.011228990861,0.0507763407531,0.0108207474567,0.000117088575521,-3.57114095095e-06,0.0455341041088,0.00207335478626,-5.9634057834e-06,0.00439681485295,1.93319792743e-05,2.39746031746,1.49031368894,2.22103489143
25,classical.00084.au,112.347146739,24897,995.88,0.245793400455,0.283259984788,0.0802362189818,0.440938012708,0.270517410885,0.0731796695918,0.245042788646,0.15260198251,0.0232873650659,0.156958342997,1.25113732011,1.56534459378,-15.6040599751,92.316766298,8522.38533973,0.00370784403587,1.63661792142,2.67851822072,0.602993369102,0.397338151932,0.157877609134,1001.73833634,156.150726971,24383.0495334,1151.32755754,150.020905052,22506.2719527,21.2592890854,4.77998305443,22.8482380006,1732.22378689,306.749479432,94095.2431318,0.249741583435,0.360980474439,0.130306902926,0.0147649411513,0.085787740196,0.00735953636794,0.0579445965052,0.0133586100099,0.000178452461397,-5.67213555769e-06,0.0222027078271,0.000492960272823,-1.53737175879e-06,0.00765778357163,5.86416463193e-05,9.36692970522,5.59735489504,31.3303818211
26,classical.00085.au,107.666015625,32486,624.730769231,0.309778937686,0.280134862374,0.0784755411174,0.510257768013,0.248037825503,0.0615227628803,0.264805819425,0.114940033634,0.0132112113318,0.410413706298,1.85551652455,3.44294157289,-10.4698182849,67.7330714516,4587.76896827,0.0066468807703,2.36979835992,5.61594426667,1.07006454468,0.572170913219,0.327379524708,1525.78103655,459.772177012,211390.454755,1588.2231426,446.323633931,199204.786205,19.0677507089,4.26664491745,18.2042588516,2733.2762539,982.305488897,964924.073518,0.555763860677,0.735459944761,0.540901330348,0.00583066063032,0.0685320068082,0.00469663595716,0.0915895537268,0.0291511608369,0.000849790178137,-6.00415944518e-07,0.0339390151203,0.0011518568499,-6.88106183588e-06,0.0141461659223,0.000200114009203,2.74692063492,1.68719935795,2.84664167346
27,classical.00086.au,99.3840144231,30189,642.319148936,0.312068413454,0.285482526715,0.0815002730595,0.482983366762,0.262994973913,0.0691663563036,0.26042865613,0.124540147743,0.0155102483998,0.297777060868,1.92236375942,3.69548242352,-10.2231248637,75.2779161649,5666.76466213,-0.00591041476886,2.70812398089,7.33393549586,0.862025797367,0.540902853012,0.292575865984,1356.15492368,469.85689814,220765.50473,1494.64596555,406.981163003,165633.667039,19.5064185481,4.29988285972,18.4889926073,2496.20284857,1026.80789963,1054334.46274,0.42126747513,0.599899678873,0.359879624712,0.00275348425692,0.0697470503121,0.00486465102724,0.0768346233324,0.0317607220054,0.00100874346231,-1.47259720507e-06,0.0270894505084,0.000733838358428,-6.6682182478e-06,0.01367343124,0.000186962715816,2.71905668934,1.42218952436,2.0226230432
28,classical.00087.au,129.19921875,40041,715.017857143,0.274358141839,0.288825094329,0.083419935114,0.461152026748,0.266432341434,0.070986192562,0.246038554101,0.150991268718,0.022798363229,0.136640437559,0.968479166231,0.937951895424,-14.4617253909,98.6557259688,9732.95226642,0.0048533735624,1.11212809167,1.23682889228,0.59356367588,0.314383119345,0.0988367497921,876.983428942,180.420295338,32551.4829699,1108.52456259,230.15191536,52969.9041438,21.1532326608,4.7882760782,22.9275878011,1457.41315165,449.604291568,202144.018997,0.222082858417,0.279035034351,0.0778605503953,0.00449401375208,0.0847441815083,0.00718157629951,0.0510448387954,0.0125759944835,0.000158155637249,-3.8830567064e-06,0.0224958322942,0.000506062468048,-5.3876756283e-06,0.00351925054565,1.23851241369e-05,3.1149569161,1.61595328571,2.61130502159
29,classical.00088.au,107.666015625,33759,649.211538462,0.294368986839,0.291021367153,0.0846934361396,0.479968106469,0.265021531161,0.0702364119789,0.25665590513,0.132140378746,0.0174610796951,0.229876632,1.78342355609,3.1805995804,-11.0913500368,77.6756759563,6033.51063527,0.00647748637581,1.75514054018,3.0805183158,0.775083243847,0.43777987361,0.19165122509,1303.8905624,257.535630985,66324.6012267,1456.32109458,224.791204978,50531.0858354,19.4685500848,4.22704505016,17.8679098561,2350.14178283,556.46386495,309652.032995,0.358373844307,0.465794520142,0.216964534995,0.0112912015231,0.0670846361852,0.0045003484121,0.0705662703016,0.0199118727081,0.000396482674742,-1.93792766368e-06,0.0267816986889,0.000717259361409,-4.11989958593e-06,0.00918256118894,8.43194284244e-05,1.91332426304,1.35022389112,1.82310455615
30,classical.00089.au,99.3840144231,26843,596.511111111,0.217287543203,0.296441255442,0.0878774179281,0.565265126026,0.25107215638,0.0630372277093,0.264601187016,0.115410333865,0.0133195451628,0.234851190402,1.48372329477,2.20143481544,-7.35215907053,74.4704759596,5545.85178964,-0.000674568568286,2.13217054052,4.54615121386,0.963967740536,0.435319006443,0.189502641559,2423.29944827,344.792807739,118882.080269,1884.68858937,141.478344008,20016.1218231,24.3986525696,8.85654565786,78.4384009898,4296.51518997,612.080758502,374642.854928,0.357876017435,0.419325916822,0.175834224519,0.0194427305315,0.0556123232369,0.00309273049581,0.166652694195,0.0335558554701,0.00112599543633,-0.000788866193034,0.0355780981481,0.00126580102369,-0.000328061782056,0.00673661706969,4.53820102848e-05,2.72602267574,1.60447030306,2.57432495341
31,classical.00090.au,95.703125,28229,627.311111111,0.215901397042,0.291252213385,0.0848278518015,0.534617424994,0.257687117418,0.0664026504832,0.256373280154,0.132687883985,0.0176060745565,0.129396420972,1.06659778122,1.13763082689,-9.13997215343,77.837188604,6058.62792977,-0.00108586731139,1.41679245406,2.00730085789,0.657604932785,0.29557967186,0.0873673483729,2172.13832125,364.570061819,132911.329975,1883.3500772,204.32903791,41750.355733,25.9842366335,6.68126922934,44.6393585149,4066.45298225,712.612847427,507817.070318,0.247782345591,0.283475710422,0.0803584783994,0.0158908406695,0.0656890150127,0.00431504669334,0.151964605085,0.0442274905223,0.0019560709179,-0.000915921875276,0.0253220908344,0.000641208316665,-0.000212705621379,0.00259403255768,6.72900478094e-06,1.69621768707,0.978066689444,0.956614449
32,classical.00091.au,92.28515625,28496,647.636363636,0.225918705396,0.293442619488,0.0861085709323,0.46054251524,0.274414355914,0.0753032387318,0.242395736706,0.156772574643,0.0245776401603,0.42532008574,3.39122718309,11.5004218073,-5.79073038367,63.7738950004,4067.10968352,0.000969603485012,1.75916188227,3.09465052804,1.22884988785,0.576179921627,0.331983327866,2192.65030697,359.045122606,128913.400067,1911.82616453,166.461679941,27709.4908887,25.7827839503,7.2353179625,52.3498260185,4066.01165984,624.525481784,390032.077398,0.47184448014,0.549551598353,0.302006959253,0.0189700126931,0.0766005711498,0.00586764750048,0.152405304404,0.0455082787295,0.00207100343292,-0.000631984206848,0.0455932468176,0.00207874411717,-0.000484260293888,0.00842845067382,7.10387830622e-05,3.78949659864,1.84430766093,3.40147074818
33,classical.00092.au,95.703125,27040,600.888888889,0.181137411632,0.297505514159,0.0885095309548,0.414993587428,0.285916480959,0.0817482340839,0.226356628431,0.179153593597,0.0320960100988,1.27121444723,12.6064949457,158.923714815,-6.8093100284,75.3398041302,5676.08608638,-0.00317495005979,1.50757737031,2.27278952746,2.29883980751,1.119535923,1.25336074829,1807.88991159,471.154434834,221986.501464,1439.10731652,226.683058719,51385.2091101,25.3314353428,7.70299239041,59.3360917668,3073.0112452,800.95337472,641526.308476,0.541485120783,0.660286457253,0.435978205632,0.0324559261489,0.0851358905283,0.00724811985605,0.130968133701,0.0581067457931,0.00337639390666,-0.00058205309324,0.0904749929905,0.00818572379649,-0.000534966995474,0.00808216910809,6.53214592603e-05,3.21248072562,2.21948364966,4.9261076711
