tempo,total_beats,average_beats,chroma_stft_mean,chroma_stft_std,chroma_cq_mean,chroma_cq_std,chroma_cens_mean,chroma_cens_std,melspectrogram_mean,melspectrogram_std,mfcc_mean,mfcc_std,mfcc_delta_mean,mfcc_delta_std,rmse_mean,rmse_std,cent_mean,cent_std,spec_bw_mean,spec_bw_std,contrast_mean,contrast_std,rolloff_mean,rolloff_std,poly_mean,poly_std,tonnetz_mean,tonnetz_std,zcr_mean,zcr_std,harm_mean,harm_std,perc_mean,perc_std,frame_mean,frame_std,Genre,,,,,,,,,,,,,
0.46398892,0.566306098,0.511197608,0.265731757,0.815900201,0.737332467,0.263367106,0.871936918,0.293692193,0.048802388,0.068720111,0.606641498,0.40725269,0.568030974,0.37562397,0.1753188,0.291705035,0.212216794,0.140263039,0.38798286,0.266320649,0.455410621,0.485618113,0.284672,0.301731801,0.149247682,0.202056779,0.783943898,0.201967795,0.122124263,0.11167907,0.633740504,0.211566801,0.545790652,0.173533728,0.033512882,0.04016202,blues,,,,,,,,,,,,,
0.25862069,0.316829849,0.475451957,0.185572915,0.816505382,0.282418384,0.775913194,0.539573723,0.668336251,0.207190025,0.21642674,0.411724554,0.363440124,0.602502148,0.331879817,0.417868486,0.348695005,0.209341869,0.395072703,0.423553695,0.569603445,0.924597837,0.660089049,0.285976395,0.71511866,0.250095885,0.274044089,0.668838489,0.539509646,0.069856745,0.148074853,0.633943086,0.552926458,0.553096107,0.176483892,0.010587205,0.01716812,blues,,,,,,,,,,,,,
0.40726817,0.472116522,0.495068139,0.214818708,0.76540611,0.327112095,0.648107029,0.536885421,0.67056749,0.052743301,0.042935971,0.564955433,0.454892588,0.450180141,0.336764128,0.213375257,0.121356735,0.193560572,0.334456496,0.385391851,0.422680149,0.627159167,0.477290734,0.289554552,0.578253263,0.140189852,0.149445512,0.3969016,0.642521966,0.07220974,0.128525761,0.531402473,0.254649768,0.385164648,0.111012848,0.174887892,0.219978816,blues,,,,,,,,,,,,,
0.360411899,0.416335314,0.477965741,0.396998699,0.688779742,0.701485151,0.44537037,0.864172111,0.306168348,0.251632469,0.206165055,0.82576245,0.138530011,0.547135144,0.331065248,0.48447206,0.4168853,0.503316786,0.261911378,0.625369188,0.211240733,0.603402173,0.839559888,0.633382204,0.311079593,0.514170164,0.571647031,0.524846636,0.172889616,0.392170621,0.210187874,0.633830486,0.469766415,0.551186068,0.45934405,0.131743041,0.130940676,blues,,,,,,,,,,,,,
0.245614035,0.303019938,0.484351212,0.335375952,0.821281178,0.362984569,0.689020649,0.599083221,0.616704247,0.174938593,0.166869684,0.713388298,0.300849846,0.405999238,0.475898827,0.387961073,0.318599054,0.225566087,0.322574497,0.37231834,0.38320968,0.635151579,0.567580659,0.294337332,0.482191225,0.311084475,0.341804613,0.404752992,0.521010966,0.115335519,0.167950595,0.633883698,0.446901809,0.546648662,0.270894719,0.092180327,0.068930855,blues,,,,,,,,,,,,,
0.339912281,0.380235723,0.461401712,0.358997647,0.928084777,0.274932076,0.759953259,0.504256104,0.697010528,0.029344256,0.069001012,0.493883125,0.622939416,0.380841665,0.396820493,0.119257616,0.240029523,0.059094117,0.21558682,0.148299601,0.354368573,0.513462602,0.281604805,0.088955077,0.323776714,0.0704846,0.109659014,0.796804817,0.624102609,0.015621433,0.082751403,0.633727128,0.186654475,0.543842428,0.079667159,0.241515642,0.249425884,blues,,,,,,,,,,,,,
0.534055728,0.609688315,0.507292066,0.33974596,0.832148524,0.380028776,0.743081136,0.550054444,0.659557749,0.076001825,0.09687943,0.662426306,0.42174818,0.466345435,0.563728804,0.235373755,0.32272408,0.226060451,0.351259809,0.295906826,0.453908215,0.634628995,0.467717616,0.292812388,0.468639698,0.193739309,0.2841293,0.895304924,0.461514613,0.179853236,0.300269441,0.633797898,0.258783081,0.549879728,0.269537959,0.276381776,0.217712327,blues,,,,,,,,,,,,,
0.272556391,0.354796414,0.516179951,0.276597536,0.796101384,0.394899528,0.58111253,0.638880491,0.579523695,0.132148117,0.13773259,0.503259851,0.362565388,0.548798926,0.50472496,0.319266457,0.438562832,0.228093196,0.351666015,0.260074238,0.41974117,0.619349966,0.492109245,0.278197289,0.40938624,0.291878796,0.405959955,0.168638269,0.433341751,0.157136992,0.223295053,0.634352629,0.377951704,0.548959879,0.316488333,0.155544352,0.119667079,blues,,,,,,,,,,,,,
0.434210527,0.491954908,0.484005401,0.437072655,0.68963751,0.56882521,0.499796792,0.804591329,0.39274474,0.103429631,0.064036379,0.774559377,0.199286589,0.446490152,0.31722523,0.315521612,0.186883366,0.470958243,0.281058418,0.599346715,0.245502931,0.574301458,0.748755975,0.587031043,0.30313638,0.324800971,0.346581084,0.616399858,0.307502098,0.318517136,0.204560762,0.572708725,0.29926161,0.221473306,0.28850402,0.047284209,0.057474793,blues,,,,,,,,,,,,,
0.534055728,0.617541009,0.483437479,0.165967987,0.883104654,0.224805752,0.758609738,0.386138171,0.784009142,0.168919879,0.174715258,0.384101838,0.381612336,0.50355776,0.318115933,0.372334799,0.333468415,0.196800809,0.305124948,0.411760022,0.521261677,1,0.618039347,0.271128144,0.639690715,0.215603634,0.239437923,0.268464225,0.641946102,0.084015021,0.162559337,0.633847997,0.509193066,0.552869623,0.130178292,0.057791812,0.058391615,blues,,,,,,,,,,,,,
0.434210527,0.491669873,0.483587164,0.220474454,0.967644967,0.289450364,0.77363313,0.55323019,0.656872372,0.130791884,0.16283563,0.417612681,0.397016422,0.571172084,0.459085355,0.300315804,0.412744506,0.279104214,0.456584868,0.494688845,0.447595634,0.897662379,0.692862466,0.379736307,0.680022292,0.178351476,0.229099042,0.333281498,0.535101304,0.12334406,0.309205929,0.633767012,0.428683654,0.552721519,0.163236088,0.134608751,0.14492045,blues,,,,,,,,,,,,,
0.434210527,0.504710191,0.476537901,0.569399434,0.544456117,0.729118337,0.329365503,0.903436133,0.239355876,0.106967976,0.061471144,0.738440689,0.192749791,0.456668531,0.222857866,0.347427299,0.169099425,0.500337158,0.190258849,0.491075989,0.11056018,0.607958057,0.78077433,0.545905861,0.18037481,0.403945667,0.414728851,0.570606972,0.184609188,0.576580543,0.269384424,0.62796058,0.33608883,0.393043037,0.279619703,0.044259294,0.046356254,blues,,,,,,,,,,,,,
0.40726817,0.486539256,0.50309934,0.394353002,0.844554556,0.444610846,0.642221024,0.72406518,0.491115694,0.121938557,0.138028474,0.673944241,0.411963421,0.491335843,0.659606431,0.300930768,0.365967387,0.174813462,0.456907799,0.282052409,0.651187722,0.531123232,0.512716314,0.22312706,0.623033555,0.231302038,0.29128691,0.597772069,0.399581632,0.107228439,0.279944684,0.633601152,0.351187078,0.548233276,0.244854968,0.129514156,0.096640782,blues,,,,,,,,,,,,,
0.40726817,0.452449157,0.478533701,0.422149724,0.662635948,0.579184678,0.535037034,0.8101957,0.385192298,0.092649199,0.052265469,0.754874045,0.213346562,0.439252057,0.306714424,0.302751606,0.185182029,0.408298573,0.192915526,0.500182087,0.245342783,0.561800315,0.709774633,0.494802377,0.278545606,0.337563606,0.365745882,0.580313361,0.320680637,0.304703749,0.181486812,0.56525155,0.279419117,0.25359427,0.283627683,0.066150131,0.057968988,blues,,,,,,,,,,,,,
0.46398892,0.543246825,0.492519345,0.443798087,0.702538691,0.625133589,0.470398466,0.821892459,0.369072733,0.115464859,0.079457216,0.808918874,0.202086512,0.439453496,0.168757195,0.334030732,0.151504406,0.442129546,0.196195552,0.565627843,0.173172601,0.570361772,0.757018088,0.561195212,0.224530471,0.32731771,0.331835082,0.578930741,0.247826272,0.280027174,0.143721204,0.581158385,0.330264822,0.192686213,0.254243042,0.035741768,0.024440987,blues,,,,,,,,,,,,,
0.40726817,0.437798395,0.442151874,0.551151927,0.584167112,0.755586589,0.363530442,0.880038176,0.280317177,0.091897208,0.053152837,0.754691697,0.196452129,0.396093779,0.297740807,0.304245011,0.255685295,0.450288751,0.210667361,0.501043308,0.199863498,0.505834323,0.734859072,0.51462035,0.235736997,0.372158752,0.427212755,0.753917565,0.212399244,0.421989146,0.262102962,0.634323445,0.28559471,0.610241133,0.293129178,0.101812296,0.094723614,blues,,,,,,,,,,,,,
0.434210527,0.482862314,0.483873759,0.236800587,0.846440704,0.433782086,0.648373641,0.661331699,0.557480271,0.215076166,0.194605469,0.453798133,0.308903163,0.482682808,0.319924546,0.42653353,0.356165304,0.242375953,0.335299977,0.458966082,0.53859354,0.926911609,0.642261758,0.334872281,0.681930273,0.292325699,0.316294307,0.621520386,0.432772295,0.093791293,0.106360147,0.633904369,0.544916031,0.553240654,0.2072668,0.071324329,0.067625993,blues,,,,,,,,,,,,,
0.321052632,0.389100289,0.477214372,0.1854069,0.893081835,0.395640737,0.653802351,0.498474253,0.701577401,0.059842611,0.069021011,0.589756936,0.504991403,0.516436491,0.505072974,0.205069733,0.293937338,0.142289787,0.200231252,0.210532933,0.175491494,0.569653361,0.338743961,0.198609276,0.335533381,0.153620197,0.218427555,0.759715601,0.284007306,0.101129468,0.160959389,0.633727128,0.258864228,0.545040859,0.186507824,0.046806591,0.045424808,blues,,,,,,,,,,,,,
0.272556391,0.304958171,0.450335334,0.513367595,0.685883426,0.740607073,0.502665947,0.835728712,0.349336294,0.200524332,0.147034707,0.797140458,0.223233274,0.654526929,0.465831879,0.430445366,0.382356303,0.340710192,0.250609009,0.388727236,0.339165462,0.537103181,0.706072585,0.388362954,0.352809966,0.467398451,0.544099425,0.63657069,0.250048651,0.269804489,0.199832896,0.633791818,0.393686549,0.547761757,0.465801263,0.075224879,0.080170648,blues,,,,,,,,,,,,,
0.125598086,0.157495689,0.447953325,0.418239522,0.844209565,0.218072332,0.714821254,0.334035088,0.818644945,0.039549529,0.060864155,0.581411055,0.644933486,0.464971109,0.279294565,0.154204221,0.237158952,0,0.141904503,0.037391088,0.258365093,0.548176115,0.26458852,0.022514982,0.206957201,0.089586481,0.122060185,0.883112014,0.618417706,0,0.025785341,0.633889097,0.230645093,0.544724014,0.066732696,0.27908828,0.300137421,blues,,,,,,,,,,,,,
0.303643725,0.378240483,0.490209827,0.450941505,0.687057396,0.866636373,0.285538854,0.927041343,0.193742765,0.236311295,0.146584873,0.85191194,0.179372241,0.4271739,0.260209513,0.487003086,0.273961193,0.364067184,0.170070648,0.394413549,0.230394967,0.558024807,0.71884169,0.402887732,0.252646791,0.578265603,0.603178977,0.707802933,0.143812159,0.335679359,0.148138356,0.633922658,0.446492917,0.548697065,0.43739494,0.064000849,0.054685194,blues,,,,,,,,,,,,,
0.46398892,0.484087962,0.459642732,0.530756914,0.722973592,0.915153764,0.248199925,0.905718277,0.235152634,0.166075718,0.148405769,0.801071308,0.216056656,0.397741005,0.433959704,0.381559196,0.416846042,0.378236594,0.210463477,0.412898311,0.243105009,0.535340951,0.688360121,0.412992062,0.268483768,0.413930775,0.492983977,0.606603948,0.079710547,0.361447331,0.268063124,0.633810058,0.324451351,0.551564829,0.468571006,0.039085096,0.040878403,blues,,,,,,,,,,,,,
0.40726817,0.438567988,0.548135695,0.173637785,0.838401947,0.716915936,0.325104581,0.876139275,0.286801533,0.070026322,0.083779465,0.59186042,0.442001526,0.497496855,0.454786492,0.230986616,0.305995683,0.16181035,0.248276732,0.223333235,0.154678882,0.553028833,0.403448429,0.187440005,0.346563568,0.184485991,0.242476578,0.643776775,0.279196728,0.147030764,0.219664253,0.63325095,0.259750839,0.539787209,0.229882619,0.0470454,0.04483659,blues,,,,,,,,,,,,,
0.23344652,0.274060456,0.458824284,0.21645189,0.825363247,0.399187483,0.611953089,0.515554812,0.687984761,0.07287023,0.262869359,0.599403258,0.503361717,0.545353456,0.536557568,0.18017821,0.44086006,0.162583584,0.189512027,0.258630404,0.256824445,0.586876494,0.36730459,0.217964095,0.310425585,0.124583592,0.193197404,0.794192961,0.299486872,0.119698111,0.196039344,0.6331026,0.296497437,0.547754027,0.197707655,0.103643166,0.086755935,blues,,,,,,,,,,,,,
